symbol,score,rank
SAIA,0.322713609735655,461
KHC,0.3215378464223685,462
CASY,0.3211884189051506,463
LNT,0.3211739875811232,464
RYN,0.319899977100465,465
LLYVK,0.318986948821358,466
ANF,0.3155291320769809,467
XYZ,0.3133336818526203,468
CTRE,0.3117546221851719,469
ILMN,0.3111213546855079,470
MAIN,0.3106574484567455,471
ADT,0.310646149996002,472
CAH,0.3098797824873539,473
CEG,0.3096762233608369,474
COF,0.3092934273826488,475
LOW,0.3089443000616713,476
TXG,0.3085702224436246,477
COGT,0.3060584247691038,478
EVRG,0.3058405218173385,479
ALRM,0.3053375546102768,480
SITM,0.304638650397143,481
BPOP,0.3041856280389006,482
LHX,0.3041221106159164,483
MUSA,0.3040409533843153,484
WES,0.303967034310048,485
GEO,0.3026596895825966,486
CAKE,0.3014833190386521,487
PH,0.3011827243344954,488
UFPI,0.3007927057332507,489
NE,0.3004208187263162,490
HAS,0.2981232279485184,491
GD,0.298113599329998,492
CPT,0.2980090819549438,493
CFR,0.2979919837609889,494
OZK,0.2941127448592672,495
CBT,0.2935274630869138,496
HSY,0.2935253249991576,497
ECG,0.2919241540490623,498
YOU,0.2911938381651979,499
EA,0.2908712523694776,500
STLD,0.2905100948050525,501
RF,0.289550356276297,502
DUK,0.2872739440550625,503
AFL,0.2867151517693491,504
JLL,0.2861115540246244,505
PSMT,0.2830195898940356,506
RTX,0.282106838309538,507
NSA,0.2799206256601325,508
DLTR,0.2795735653725129,509
MCO,0.2783406763160295,510
ARMK,0.2776134263133907,511
PCG,0.2767777187891614,512
VNO,0.2766945090425459,513
ZION,0.2761084704560869,514
QLYS,0.2732527957203076,515
CME,0.2728760551295838,516
TKO,0.2725438426731891,517
UMBF,0.2719634690833356,518
TCBI,0.2705117980739838,519
CFG,0.2692294955169416,520
WWD,0.2672372945786913,521
UNF,0.2634478644452311,522
SFNC,0.2631446904760179,523
ABT,0.2592214248357545,524
USLM,0.2588824116441871,525
AVNT,0.2573577732975801,526
FANG,0.2568693517527872,527
CALX,0.2565926316979969,528
CATY,0.2550729810160296,529
USB,0.2538701131865986,530
BOKF,0.2532874754039825,531
CQP,0.2489347382609678,532
FIVE,0.2481267516439549,533
UDR,0.2480118773787882,534
AME,0.2460586951106716,535
ORA,0.2443297819227835,536
KBH,0.243981987364045,537
DOX,0.2436094278065328,538
ASB,0.2434300554073471,539
ADM,0.2431558252283324,540
BEN,0.2428719902532881,541
UHS,0.2421524887186931,542
ETSY,0.2403715942535356,543
CLH,0.2401812647865134,544
MRSH,0.2396191941252031,545
BCO,0.2385134057199981,546
DLR,0.2369787978734289,547
R,0.2362666523000356,548
NEOG,0.2349447882753593,549
BLDR,0.2348594598881569,550
CAT,0.2347664844514801,551
NMRK,0.2346230496640957,552
MAR,0.2341738982032609,553
LUNR,0.2335874333289092,554
DORM,0.2307035807492675,555
CPB,0.2301854480747352,556
GEN,0.2300254325355092,557
CHH,0.2284837269129726,558
NSC,0.2276357165908707,559
GILD,0.2264013178704883,560
CRL,0.2262041734531521,561
AXSM,0.2257503787772734,562
MZTI,0.2252241379650403,563
AFRM,0.2240181477829675,564
PLTR,0.2238136755032804,565
MKC,0.2229448787894148,566
U,0.220554128980255,567
FAF,0.2200670768935997,568
ESI,0.2185736741204525,569
VTRS,0.21553668437135,570
ATR,0.2135658431471721,571
HUBG,0.2096004203419191,572
BKR,0.2084750925325016,573
LAMR,0.2082197391090441,574
LSCC,0.2054230538531994,575
MSGS,0.2032138365440663,576
APO,0.2012623773322835,577
MRVL,0.200640752697673,578
HE,0.199873892152846,579
IESC,0.1979676252500565,580
JKHY,0.1977014293829151,581
CWT,0.1974143050218093,582
CDE,0.1972858331470073,583
FOX,0.1969248664585509,584
MDU,0.1968093194979412,585
SR,0.1957316198104665,586
FDX,0.1914434516254505,587
JBTM,0.1907298921214662,588
PRM,0.1888800958485396,589
FNB,0.1874956325012338,590
MYRG,0.1870294170334306,591
WMT,0.1866586398261484,592
TGT,0.1850864096572568,593
UNP,0.1836264927883787,594
PPTA,0.1831550404627876,595
SEIC,0.1830821538464865,596
MCD,0.1821098931451453,597
XOM,0.180750734980425,598
STRL,0.1801818886226242,599
FBK,0.179186663899254,600
GLPI,0.1786500730835242,601
MTZ,0.1783627821972024,602
L,0.1780010976794818,603
BFAM,0.1778900403223905,604
THC,0.1768205963489142,605
VRT,0.1762987381102937,606
TXRH,0.1751010892256967,607
EGP,0.174663818318057,608
SPGI,0.1716747157041139,609
SYM,0.1715557573591789,610
TGNA,0.1706636173468451,611
KEYS,0.1686548615176948,612
EXPD,0.1677887089914949,613
CCK,0.1635881186971126,614
ITT,0.163099565961666,615
AVT,0.1630862136959869,616
GPC,0.1607013705162845,617
GPOR,0.1592675327944438,618
MOS,0.1590103320748642,619
CVCO,0.1586799687172103,620
WTS,0.1586238805496035,621
PEGA,0.1572281365188879,622
HWC,0.1517150355819692,623
PLXS,0.1512159924558112,624
IRTC,0.1511432701802479,625
ABCB,0.1497375817062482,626
SKY,0.147241681275483,627
AUB,0.1464842075759135,628
URI,0.1462748338827804,629
CBU,0.1453338863435039,630
MSCI,0.1450535302361511,631
NHI,0.1444455017659678,632
MTSI,0.1434163119697702,633
EPR,0.1418911703904801,634
BC,0.1413260534304049,635
LMND,0.1411533757435567,636
CUZ,0.138578673414432,637
WGS,0.1382737608191407,638
HSIC,0.1382366572715884,639
TMO,0.1347046260437194,640
SLB,0.1325301300342489,641
CVX,0.132304547601768,642
CWAN,0.132158841070901,643
BLK,0.132085804989349,644
EW,0.1318860077201806,645
BKU,0.1308084694547581,646
FFIV,0.1303844365631699,647
MOD,0.1280033154465628,648
MTG,0.1278732815506559,649
LLY,0.1251640814052423,650
RDN,0.1242449846129404,651
NUE,0.1224286364273141,652
HGV,0.1222269111210683,653
SPXC,0.1209928653484431,654
ERIE,0.1202411229049546,655
FITB,0.1191449607175244,656
PHM,0.1190645369727508,657
OPLN,0.1189892594579224,658
GE,0.1186564215194879,659
NBTB,0.1175721959091583,660
BRC,0.1162974908004231,661
MO,0.1158205950034524,662
EXLS,0.1147416745172305,663
AGCO,0.1134520380405405,664
WSFS,0.1123020805006771,665
NFG,0.1116647935277805,666
PBF,0.1098139227572981,667
EWTX,0.1086017736442344,668
ALLY,0.1085731470324716,669
ASH,0.1078888528893936,670
ZBH,0.1074557279311527,671
FULT,0.106341413892131,672
SMTC,0.1058113623005347,673
AL,0.1054126721109431,674
MTB,0.1050213662501525,675
KEY,0.1027272889180738,676
ACLS,0.1019779255251756,677
STAG,0.1019635835432722,678
WMG,0.1006978289422177,679
JBHT,0.1003035337681169,680
MCK,0.1002938285435594,681
APPN,0.0996599968294373,682
KAR,0.0986952491172665,683
FLS,0.097951864374087,684
NJR,0.0976986668339377,685
FICO,0.0972755320570265,686
LEU,0.0961818339911595,687
APGE,0.0943243120871221,688
FFBC,0.0942898291382473,689
ABM,0.0936708633989908,690
NMIH,0.0931538741648932,691
IBP,0.0912125227149241,692
NTRS,0.0890868215913256,693
KMX,0.0886867502600709,694
BILL,0.0885620084275754,695
INDB,0.087183319238371,696
RNA,0.0858415956063431,697
BNL,0.0847923086345634,698
BOH,0.0844531652903239,699
CTRI,0.0833042042352349,700
GEHC,0.0820402822759002,701
OTTR,0.0812321039552221,702
PEP,0.0809361696973783,703
WBS,0.0808470068733487,704
BMY,0.0804001825716567,705
SYY,0.0793963143837991,706
AIT,0.079069054442969,707
PPG,0.077885861821197,708
BAH,0.07713218754897,709
DOV,0.0763167300575349,710
VRSN,0.0746863142486475,711
FRT,0.0727688991453189,712
ET,0.0725996803466497,713
UNFI,0.0703457661555273,714
ELS,0.0697758798410855,715
HCA,0.0694521330005695,716
CHTR,0.068445326736559,717
LFST,0.0665611948513126,718
AVAV,0.0653158340428162,719
MPWR,0.0635495542885936,720
NPO,0.063252134205494,721
TWLO,0.0630896514146592,722
CHRD,0.0623073353098574,723
TRMK,0.0592553729510588,724
PSA,0.0579484470654279,725
PTGX,0.0569270197716203,726
KMI,0.0566806260053947,727
ROK,0.0560780093363619,728
WAT,0.0551448252360977,729
WAB,0.0548677131597859,730
TXNM,0.0539826444941828,731
SSB,0.0526160236287268,732
EME,0.0522199275088434,733
AAON,0.0518335089117441,734
LNG,0.0516863805386799,735
PSTG,0.0509572903448993,736
CRGY,0.0506588944125289,737
LH,0.0488123640454272,738
USFD,0.0472200629051164,739
UPS,0.0469679653024833,740
WYNN,0.0462601010437176,741
WTFC,0.0429405841889076,742
AVB,0.0427544472006624,743
ICE,0.0421365461028897,744
VRDN,0.0418212484771428,745
BAC,0.0386261073191237,746
RPM,0.0382124752733177,747
HTH,0.0370725199457454,748
RIOT,0.0329630220367839,749
SBUX,0.0318905512355261,750
AVY,0.0315601934873656,751
ESAB,0.0307733203845916,752
TNET,0.0307424949093696,753
EXP,0.0306028900949952,754
ANET,0.0300223705410289,755
OKTA,0.0290168531487585,756
ADBE,0.027585726247484,757
WPC,0.0257390117854812,758
FNF,0.0240283513364498,759
ROKU,0.0210471350067595,760
NTAP,0.0207435907626935,761
VMI,0.0192921261552105,762
MSTR,0.0184274434017881,763
CSX,0.0180884541503704,764
BRX,0.0178421616240011,765
AEE,0.0175446079891245,766
UCB,0.0172283269590517,767
CLX,0.0169355561538912,768
INSM,0.0166021900987774,769
BRO,0.0163756548414803,770
FUL,0.0148001386323741,771
MDGL,0.0129808329617287,772
CR,0.0121070517231941,773
DTM,0.0116662693831646,774
STZ,0.0112429555007618,775
TTC,0.0111924327866771,776
CNM,0.0104772663864983,777
ETR,0.0104117554013902,778
TMHC,0.006517772363898,779
CDNS,0.0058686064953747,780
SCHW,0.0056432105051527,781
ITW,0.0047267225370902,782
CNS,0.0013294305649947,783
GOLF,0.0012945930349518,784
FHN,-6.141728878413635e-05,785
NNN,-0.0012938236892202,786
CFLT,-0.0017799009680256,787
AMD,-0.0018788862875835,788
FHB,-0.0025111746099366,789
MTDR,-0.0026982435107513,790
AOS,-0.0028342734911788,791
HRI,-0.0038478676887105,792
MIR,-0.0054725769531224,793
GFF,-0.006353703443111,794
PNC,-0.0107869007695458,795
ULS,-0.0117008638561371,796
WOR,-0.0118325337654857,797
KO,-0.0137879739243068,798
BBIO,-0.0138915888786193,799
MWA,-0.014826402481571,800
PFGC,-0.0159925065637899,801
EQR,-0.0161933263262302,802
VRRM,-0.0174865765945471,803
WY,-0.01939564175632,804
LAD,-0.0198726706539045,805
CHDN,-0.020269794458816,806
SKT,-0.0207096044849232,807
EQIX,-0.0213355721249857,808
IEX,-0.0242680622786185,809
ATGE,-0.0261768895505133,810
VNT,-0.0280389195424838,811
VST,-0.0300122587303072,812
KYMR,-0.0311629980467712,813
DELL,-0.0312499222441232,814
HWM,-0.0316705917465773,815
AWR,-0.0317504816856473,816
PCAR,-0.0321870148882277,817
CRM,-0.032909175520733,818
TRGP,-0.0336731370456046,819
PRI,-0.0337609016061164,820
WFC,-0.033972061027388,821
C,-0.034417079261281,822
TFC,-0.0364176669589651,823
AM,-0.0376041484170676,824
BALL,-0.0382725391739055,825
FBP,-0.0382826775295508,826
SFD,-0.038512005085772,827
VTR,-0.040118495724535,828
ALNY,-0.0436036427005952,829
RRX,-0.0447074455966353,830
META,-0.0450978497188536,831
PRVA,-0.0461079007893379,832
NTRA,-0.0472763280464153,833
CELH,-0.0475011905957787,834
LW,-0.0496417682486994,835
XEL,-0.0509603000977027,836
BFH,-0.0523237068546483,837
JBL,-0.052398377820764,838
GBTG,-0.0529510524527238,839
AEP,-0.0531269677536617,840
PAY,-0.0534531371685451,841
HAYW,-0.0549787388306815,842
ADMA,-0.0564381638094084,843
HLT,-0.0573406440324172,844
WELL,-0.0578913856892999,845
FCPT,-0.0596530250337658,846
CACC,-0.0603357810547415,847
SBRA,-0.0607630725264489,848
CNO,-0.062395764788646,849
ODFL,-0.0624719685437929,850
PG,-0.0636009935089939,851
WH,-0.064238502105277,852
BL,-0.0655312571211282,853
TKR,-0.0661330807491958,854
CSL,-0.0662357203863193,855
ONB,-0.0663548007140668,856
DOC,-0.0673372345992473,857
NRG,-0.0673966814481709,858
FR,-0.0682523569184916,859
EXPO,-0.0689055918595898,860
AGYS,-0.0697627983243197,861
EXR,-0.0699399897352346,862
J,-0.0710503275727089,863
GNRC,-0.0723386749701449,864
ENTG,-0.0737354524593678,865
UBER,-0.0737406591623834,866
AKR,-0.0749364130167499,867
RJF,-0.075527514878082,868
AX,-0.0770124957558218,869
MTH,-0.0778448919386466,870
TMUS,-0.0791412447983224,871
WAFD,-0.0799395659609486,872
TDS,-0.0801281348145976,873
CVNA,-0.0804582312648947,874
NNI,-0.0804718333801304,875
BCPC,-0.0805272091420858,876
HCC,-0.0805732857994549,877
APG,-0.0820991475261594,878
OKE,-0.0834344154500861,879
O,-0.0861969874071969,880
VLO,-0.0883649354265157,881
CRDO,-0.0904234844891156,882
GKOS,-0.0904521855352639,883
MET,-0.090548432825427,884
KBR,-0.0926390557094037,885
CTRA,-0.0937184427206253,886
GWW,-0.0939576017562994,887
OPCH,-0.0962705132452582,888
FELE,-0.0965515453186848,889
PATK,-0.0979454080255989,890
FTV,-0.1019082169908313,891
CUBE,-0.1054895007424249,892
PANW,-0.1061847017142382,893
BROS,-0.1084024726127272,894
IVT,-0.1090495489428213,895
XYL,-0.1130432555604645,896
CGNX,-0.1136236785510408,897
AYI,-0.114250626829,898
ABG,-0.1148515010533291,899
PCOR,-0.1159408020366855,900
HUBB,-0.1162524379740378,901
DLB,-0.1165287685733826,902
ADI,-0.116680640322767,903
WHD,-0.1180113114749083,904
ATO,-0.1204845044353389,905
ONC,-0.1221094988714251,906
OKLO,-0.1236580832467465,907
GXO,-0.1237691152832538,908
PTC,-0.1328860509866341,909
NWE,-0.1349273956330381,910
BX,-0.1350115935313797,911
HD,-0.1367248362883905,912
ORLY,-0.1381748016781635,913
SHW,-0.1385421647098816,914
MSM,-0.1398175518233865,915
CRC,-0.1405225477125874,916
PODD,-0.142265959960554,917
SARO,-0.1446911802300534,918
