symbol,ret_1d
LLY,0.0026064121658697648
EPR,0.0033263305322128733
PRM,0.00037105751391464104
FNB,-0.000550964187327696
CRL,0.03949367088607603
CVCO,-0.009837467921300247
ECG,0.024101107083374318
TGT,0.0
SR,0.0035914702581369973
FIVE,0.00751072961373378
BKU,-0.0008158270446665394
SEIC,-0.008369230769230906
UBER,0.002336127525079057
LAMR,-0.006729978314514162
HSIC,-0.01576316801230304
ATEC,-0.004431314623338123
MO,0.018271678897708643
EXLS,-0.015857605177993506
ADM,0.019845971563981157
LEA,-0.02111029948867793
AVAV,0.06106381375725167
AEP,0.009035907912312346
HI,
GEN,-0.032900432900432985
JBHT,0.010158872230924265
ASH,-0.0026818110112005744
AAON,-0.012319123973406398
CVX,0.004949148855169394
WSFS,0.005276647067691931
PSA,-0.0016722408026755842
ABCB,-0.0031253756461111504
TKO,-0.021567891972993247
PPG,-0.031189083820662766
BRKR,-0.02515090543259557
AVT,0.010560146923783265
TMO,0.0030376197523172
FOXA,-0.017666608361028624
BKR,0.016574585635359185
RYN,-0.04042553191489362
RF,-0.01131071190951427
FOX,-0.015116724071947973
CHTR,-0.031780546959939815
FITB,-0.014346934972983116
MTSI,-0.017020586804992632
FULT,0.0
DD,-0.02161635832521902
MTB,-0.011391585760517686
MIR,0.0009324009324009896
CACC,-0.03926805143422363
WGS,-0.014776184267709658
FFBC,-0.007947019867549643
DOV,0.0018958979662184738
TRGP,-0.01520077321852209
WRB,-0.006497175141242817
AIT,0.006660221291223678
BALL,-0.0042225908611069896
SYM,0.01981114608405843
CRM,-0.01331274295755902
BOH,-0.0007589172780166908
AIG,-0.003133224714876537
GNTX,-0.023227383863080653
TDS,0.007968127490039834
FLS,-0.004851083032491044
IESC,0.03353789068074775
MS,-0.01257149328954077
FANG,0.0040802252744096545
NFG,0.01878043125434714
TXNM,-0.006919831223628603
KEY,-0.006836827711941718
SKY,-0.020188425302826385
GE,0.015656289823411607
EWTX,-0.02122719734660028
IBP,-0.01988593039924358
PEP,0.0012166190157554269
LAD,-0.02569312446745753
NUE,-0.024384957190852985
ICE,-0.006959211289387146
PNC,-0.010483801667096282
AGCO,0.004787465544755509
ERIE,-0.009985580389329396
TRMK,-0.006506618801884634
NPO,0.022966895229669104
USFD,-0.002174138109535262
BL,-0.003231887961217428
BYD,0.00365781710914459
HTH,-0.0041461518528117525
LFST,0.008415147265077305
NJR,0.0030354771390628255
ADSK,-0.002785757813180134
CNM,-0.004045022863172654
BCPC,-0.014084507042253502
MAR,-0.017162921348314653
CTRI,0.03204920686306245
ESI,0.05372514099139214
WYNN,-0.008253804488006278
OKE,0.0010369858278602706
R,-0.016633787661405885
PTC,-0.0070739549839228255
CLX,-0.007954545454545436
MRVL,0.006574788215956362
CROX,-0.01741521539871671
MCK,-0.010380476678247486
NNN,0.00894905920146849
WBS,-0.00372567959155512
ACLS,-0.016949152542372836
PPTA,0.029010238907849706
MDU,-0.005402750491159125
EGP,-0.003450078410873081
ITW,-0.007901134521880127
SSB,-0.0007715305236762893
NNI,-0.002054481814031228
VRRM,-0.0016242555495397104
AOS,-0.016084093211752748
RPM,-0.02129115006413007
STRL,0.010958770669459161
AVY,-0.009262576121999877
ULS,0.15985964912280703
WAT,0.003450065642842004
IRT,0.0030229746070133956
NHI,-0.0025857223159078124
GVA,0.006024550041418886
MYRG,0.03875047911077045
BAH,0.021075488568143896
SITE,-0.012927357438152098
LSCC,-0.021906818883060897
MANH,0.0033552355654968835
GPOR,0.035286866300272335
PHM,-0.01752287121745233
PLTR,-0.003619441571871884
GL,0.0028551532033425087
LH,0.01334481274214383
WTFC,-0.010316590366883704
LW,-0.005321326238231672
UPS,-0.004994832931450199
ELS,0.0005960363582180328
UCB,-0.0002893518518519711
MDGL,-0.11113145740503372
WMG,-0.0013675213675213849
ROK,-0.002724108358976851
EEFT,-0.0019673974142776496
VRSN,-0.005143749425920885
WPC,0.005743101274688245
SBUX,0.0004177109440266502
BNL,-0.042029728344438744
NTRS,-0.016946854663774436
IEX,-0.005359364532491084
BAC,-0.011056971514242786
CR,0.022204480814330685
VRDN,-0.00035574528637483116
CRK,0.06663084363245586
MPWR,-0.011023966608320945
CRDO,0.021499491830193174
AMD,0.016240255846492024
ABG,-0.028592566803028907
GEHC,0.0007233273056057588
MTZ,0.043265955030660885
CHEF,0.00245345648722739
NYT,-0.00013245033112585514
ANET,-0.016554393005589807
MWA,-0.0036801605888256983
FFIV,0.005401706939392792
FHB,-0.008317580340264641
GOLF,-0.001697792869269965
TTC,0.012294668950922016
LPLA,-0.012824372328255729
OTTR,-0.0016140189070786848
STZ,-0.010557297331883042
PRVA,0.0022956841138657147
MOS,0.024456521739130377
TFC,-0.01727082937938884
ESAB,-0.017084368179423604
APPF,-0.0022626994003847045
HCA,-0.01188740607827743
RNA,0.000411918165591052
PAG,-0.014924485670115506
ODFL,0.007017181775966108
CEG,-0.008127869409964239
INSM,0.06544901065449005
CNA,-0.0034468775344688174
THC,-0.01583603020496216
AWR,0.0010899182561308063
LKQ,0.009030704394942912
INDB,-0.001094091903720007
VMC,0.011658204168893738
PAY,0.0016386726751331793
PSTG,0.013636363636363669
NWE,0.0011685655857436306
FBP,0.003558718861209842
BRO,-0.0038743004735255493
XEL,0.014307228915662495
WY,-0.027407689379520317
PG,0.010837689659568994
FUL,-0.024663677130044914
SFD,0.006902151847340665
RBA,-0.03517260630873731
HWM,0.007820332865450252
FHN,-0.0031872509960160222
APGE,-0.01906930411270802
AM,0.006199332379589917
EXPO,-0.002704241389126283
PTGX,0.0012049644535487847
PCAR,-0.0021570663897099163
WH,0.055707876370887366
CFLT,0.001956947162426559
XYL,-0.00023212627669455532
RRX,-0.02174311086697789
HRI,-0.024126682071496375
GWW,-0.00556417763041861
GTES,0.02359012163656482
MLM,0.020657972284768622
CGNX,-0.013751763046544463
WOR,-0.0038732394366196576
IBRX,0.00819672131147553
ROKU,-0.006651147322913165
AX,-0.006039512744395625
MTG,-0.02688573562359975
SNOW,0.017719218537028514
ATGE,-0.008810572687224627
SYY,0.004368279569892497
RDN,0.013923267326732658
ONB,-0.0008028904054596664
C,-0.006192483013675032
SMTC,-0.026692633749570538
MCY,-0.01019006182734139
CELH,0.01611789085885329
APPN,0.01995012468827939
CXT,-0.004914933837429025
ASTS,0.023332938528958902
HAYW,-0.014449127031908371
NCLH,-0.025051334702258843
TMUS,0.009613130128956593
EXC,0.002540220152413175
FTV,-0.008057603291616644
OS,0.002123142250530785
UNFI,-0.012257405515832431
URI,0.009997954963757438
ABBV,-0.01910633088492486
BFAM,0.002680965147453085
ADBE,-0.015047307823840228
BROS,-0.06907525271433934
ECL,-0.0052546349846326335
BTU,0.02042655452087705
PCG,0.012304250559284302
EPRT,0.007114135477884531
ADMA,0.02063789868667909
OPCH,0.004507042253520943
JBL,0.007292546250095899
WFC,-0.011178861788617933
CSL,0.004979907797746597
EXR,0.006268081002893
PIPR,-0.0046845531423009845
META,0.002425297720841879
SHW,-0.022282370953630726
HUBB,0.00815623205054572
PCOR,-0.019600452318130457
CHD,0.005649167234829999
HLT,-0.009972141319488315
IR,-0.010288065843621408
SAIA,0.0059433841424363365
VTR,-0.0030324236062513332
CHRD,0.028104191147669377
HLI,0.00018062496236970205
J,-0.015407449289702502
VNO,-0.011772620248906907
NTRA,0.0038509720224564337
TKR,-0.0011190898069570743
BX,-0.053724604966139955
VIAV,0.0
BBIO,-0.043419450831868045
BCC,-0.014252336448598135
NTAP,0.0027635215159889093
DLB,-0.00879358222770743
ENTG,0.005914019258473013
CVNA,-0.07949547755372988
GGG,-0.004281738385784717
FR,0.005463576158940331
EME,0.02616657727377203
IDA,-0.024269789755891003
NI,0.011479028697571891
PFGC,-0.008313057583130612
CUBE,-0.0005170630816960786
MSA,-0.008959407377746587
MSM,0.003098952767685459
WMB,0.0004158580537843015
DOC,-0.003504672897196359
SF,-0.008880405012864134
IPAR,0.00019776525264525446
CSW,0.02227340023030111
WAFD,0.005741915986702928
PINS,0.023809523809523947
EMR,0.0010586211459575612
INTA,-0.02892199824715158
KMB,-0.011101000909918057
VRTX,-0.002211307435521337
SBRA,-0.0004992511233150587
TWLO,0.003073585246790689
WHD,0.017489177489177443
SOFI,-0.01228249744114629
HD,-0.012880684188569025
DUK,0.009022676461194479
ROST,0.0
ONC,-0.012728032307478099
COGT,-0.00026075619295951036
KNF,-0.027116402116402094
SARO,0.0057581573896352545
AXP,-0.010368530499075823
MTDR,0.049163812210356594
DPZ,0.00558761325360968
KIM,-0.003971756398940873
MTH,-0.015063291139240431
SKT,0.012452939472922031
MASI,-0.0015944422299413175
APO,-0.05214257108530229
OKLO,0.003709749220952574
ALNY,0.020109414452326613
POOL,-0.14479301296361569
ADI,-0.00308918208851805
AYI,-0.004212004212004183
OKTA,-0.013625949596045017
USLM,0.015688498251583027
AKR,-0.013806706114398493
MCD,-0.002378846564396464
PANW,-0.008926813258943178
WDAY,-0.018299095561943424
FRME,-0.0052021754551903054
BKE,0.00544498685692818
ESE,0.01018480797007526
AJG,0.018089421418247875
TDY,0.005568466483566237
PATK,-0.01229001527161655
KDP,-0.0013726835964309458
SNPS,0.00029391151002688964
DELL,0.019523891077239286
GFF,-0.019548704200178735
BBY,-0.009116723957554917
FCNCA,-0.00714556169357583
IDXX,-0.006567963458812387
FNF,-0.033000356760613636
TSN,0.0057848655409631355
RLI,0.006288267416846072
ATO,0.00477206377722883
KYMR,0.01633180589824934
MHO,-0.0174184594031922
CMS,0.009852216748768461
CART,-0.020380060589369364
PCTY,-0.01033379058070416
D,0.01143386897404186
RNST,-0.000746454341876146
O,0.006608268019056451
CUK,-0.029048207663782355
PM,0.004543712705972647
GRBK,-0.013232514177693777
BKD,-0.09722222222222221
ENSG,-0.024671365974471393
AVA,-0.001422812425895259
BLDR,-0.02177348551360847
SUI,-0.005461958612201001
CRGY,0.03498542274052485
IRTC,0.03269418264543389
KAI,0.020625955627671777
QCOM,-0.013753141580564066
CARG,0.03180212014134276
HBAN,-0.0022358859698154987
A,-0.004726642508271595
VC,-0.11522517429809687
RHP,0.00910604131988646
CNP,0.022541966426858462
CRVL,-0.004337050805452325
DRVN,-0.003510825043885224
CTRA,0.0076263107721641354
CL,-0.016739903745553453
ZWS,-0.005858230814294152
NEM,0.005694121421124354
HEI,0.01101630530068376
QRVO,-0.03271472757554128
ZG,0.013802315227070316
KO,-0.007296515284941463
CDW,-0.0009654839488293376
IBOC,-0.004716981132075526
DDOG,-0.00968960420430287
TNET,0.0035269221725839905
MKTX,0.026004996593231855
TYL,0.00728155339805836
ZBH,0.010178117048346147
EQIX,-0.00671903401713847
PAYC,-0.028175817098695877
TBBK,0.003816793893129722
MC,-0.018156205979026563
FIS,0.008645533141210304
VICI,0.005047106325706707
PAYO,-0.019891500904159143
HR,0.0033277870216306127
UNP,-0.0076603773584904555
CPRT,-0.0026490066225165476
KBR,0.020877817319098435
DOCU,-0.015618027666220446
NOV,0.012506253126563394
APG,0.005661231884057871
MORN,-0.0055299539170506895
GPK,-0.014514896867838023
DASH,0.016207174991348605
AMH,-0.015625
LYV,0.010784439594299755
WTRG,0.0033367556468173465
SNA,-0.0012748464980747443
TRU,0.005282620179609232
ARCC,-0.02369912416280273
MTD,0.0006978925100140643
DORM,-0.007074004975124226
NRG,0.023091312989594215
WELL,-0.002780574332422514
PB,-0.005188421627525863
LII,-0.006445323078589471
HOMB,0.0010288065843622185
CI,-0.014476768233834258
AVB,-0.0027518813882961846
ADC,0.0057373842743513315
OTIS,0.0029104236283281626
LECO,-0.0031829504566842637
COR,-0.00310912472586955
HCC,-0.01802939825447858
NSC,-0.008555373153175894
HASI,-0.016944665078104326
