symbol,ret_1d
INVH,-0.04321907600596131
ADP,-0.005708761106763105
ALGN,-0.007441567969814433
AWK,0.0015248551387618825
LEN,-0.042388256638627775
ESS,-0.006831134358654123
DKNG,-0.031021111589832118
RGTI,0.02595797280593337
DGX,-0.009540584177308076
IRDM,0.00043346337234484444
RVTY,0.022201759770820617
BKH,0.0002737101409608922
NWS,-0.003424657534246589
RPRX,-0.0050727834142039185
SSRM,0.09477247085370433
WM,-0.002734341621806413
DHR,0.012897967011890943
GATX,-0.006359384033216009
NBIX,0.013397725502414692
NCNO,-0.021406727828746308
Z,0.01267229879946652
RS,-0.027226251337534202
APD,-0.005913807146145311
CRWD,0.015345391572060718
FAST,0.00500217485863419
KNSL,-0.014674500092209608
BR,-0.010723108017067107
KNTK,0.003816793893129722
NWSA,0.0004282655246252709
PFG,-0.0032449972958356055
NMIH,-0.021936459909228434
RBC,-0.00041693102510653723
MGRC,-0.014027188501168797
OLN,-0.025682182985553803
IRM,0.02192195029764732
GME,0.0012568077084205154
MOD,0.0046430377419206526
JPM,-0.0023641427553596772
FCPT,0.013349514563106846
CVBF,-0.007733204446592534
CURB,0.0026256564141036165
NET,0.006268282490597521
DHI,-0.02074738415545585
HOOD,0.005850285866241256
PGR,-0.007428177882723319
OXY,0.09382296752281905
H,0.00011909015124444977
MAA,-0.000370041444641922
AMR,-0.02245699430278225
POR,0.0217732444095724
FELE,0.042143485915492995
NOVT,-0.0048067019158140045
WING,-0.0684033252114088
SFBS,0.00046920821114371236
TSCO,-0.011039208222306751
PEG,0.015647226173542084
CORZ,0.04111175448755078
NVR,0.00040142919427044177
DKS,-0.00034515063359796816
CTVA,0.005614309962135966
PBH,0.037432351172579814
GFS,-0.02384532760472613
DT,-0.0038440417353102774
SYNA,-0.019820670127418727
FND,-0.054753395282344464
GRAL,-0.007332811888932311
SN,-0.0032098958741095807
LIF,-0.009589041095890427
OVV,0.032396088019559954
GPI,-0.011523344449737793
IVT,-0.0022905759162303863
SO,0.044046572934973494
DIS,-0.010270774976657293
KD,-0.02515243902439024
PBF,0.020776874435410875
CCL,-0.030424093423478737
VST,0.011315002638213167
BOOT,0.0007624275693807192
QTWO,-0.012038983374737189
CON,0.004214075010535057
PI,0.0026018375477681044
EOG,0.013085793735176265
CCI,-0.010980212741621975
HWKN,0.000828614832205421
TREX,-0.00883265695870128
WDFC,-0.01670998886000752
ELF,0.03509768287142201
BLK,-0.010052551590280734
PPL,0.0043466449334419455
REXR,-0.002686727565824887
BKNG,-0.061484921510354784
EPD,0.0019385211852671613
FA,-0.018404907975460127
VSH,0.015979381443299134
TDG,0.011251929173667685
AMZN,0.0003418135651156451
PKG,-0.000334686022675057
CE,0.001093693036821053
AEE,0.013756809158895766
TEM,0.0676638176638178
ESTC,0.01687694576437826
SNAP,0.024590163934426146
AROC,-0.0009118541033434902
CRC,0.025198481187435284
SPY,-0.002637369042241544
CTAS,0.007942569115625409
SXT,-0.01015062213490514
SBCF,-0.003866745984532849
PYPL,0.006755126658624766
IFF,-0.01615236258437791
IOT,-0.004827330115113271
OGS,0.018573639719014157
MGY,0.025757575757575646
CSX,0.007736943907156624
GNRC,-0.003853733304138407
PNFP,0.00384810126582269
ITRI,-0.004719823257682276
COP,0.009681505609844487
UE,-0.0014527845036318432
SBAC,0.0042033829636380915
PODD,-0.03475801139225787
PJT,-0.006825273010920507
FCFS,-0.00548585085003539
MHK,-0.021679389312977082
USAC,0.012801204819277157
GXO,-0.012383427610457187
TPH,-0.0006473888649115578
ARES,-0.030753153691124968
VOYA,-0.014304635761589357
OWL,-0.05930138099106419
EW,-0.0007596859964548175
LTH,-0.011647824597464829
UI,0.01638973343703598
RRC,0.04289901412203578
BGC,0.00935550935550955
CNK,-0.0018932222642938923
PWR,0.06680017715815234
WAY,0.014954742227469398
ENPH,-0.03887923544743699
FBNC,0.002621661477961501
ON,-0.03637135578828177
LOAR,0.028597644899831742
CWST,-0.01035763142466295
TW,0.017101325352714802
TTAN,0.0454190728890278
FSS,-0.0028926322953888306
HQY,0.022954221242381
RHI,0.03243243243243232
CAVA,0.01048279935036156
BJ,0.0022228958270182897
AB,-0.006084205402774434
CVLT,0.0126110319113939
SYK,-0.012350259726492063
SRE,0.013517933064428167
ET,0.0021208907741250282
VCTR,0.004362194315928658
FDS,0.004850444624090677
PRK,0.00582031925315496
CALM,0.01629377431906609
INTU,-0.020612470159406482
GTLB,-0.008281573498964856
EFX,0.01407134326808257
HPE,-0.007424593967517379
GTLS,-0.0017364460737023801
COST,-0.008292506625973806
HLNE,-0.08271775306437212
PAYX,-0.02068087814190267
BK,-0.011130638547158789
IAC,0.005781938325991165
BBWI,0.009619406106231798
BMRN,0.025715672003881584
DXCM,-0.007280219780219754
CPK,0.02156457903188791
ETR,0.009180584041410311
AAPL,-0.01426139587667874
BOX,-0.0026338893766463256
FWONA,0.0015911872705016705
WAB,0.009833031272895587
OCUL,0.0218023255813955
GBCI,-0.00815271425730757
CRNX,0.012658227848101111
RDNT,-0.015775513053189916
MDLZ,-0.023968042609853524
RYTM,0.018361303060217216
NKE,0.0009153318077803618
CNS,0.01180744777475029
CHWY,0.06992139015308219
HRL,0.0028594771241829964
LPX,-0.012287005911672644
RSG,0.022090020291459123
OBDC,-0.010389610389610504
AMT,-0.009806022934305103
TTWO,0.011248932857932159
RZB,-0.0007936507936507908
TOWN,-0.002509060496236337
RELY,0.25936811168258633
RUN,-0.0049652432969216065
ORCL,0.0023692130370749354
XPO,0.0018722901064249786
TIC,0.019007391763463444
IPGP,-0.05966155626265546
CSCO,0.004860578152980244
BSY,-0.0020443925233645244
LSTR,0.018529830991651286
TJX,-0.004579278763594763
KRG,0.00669027941755207
MP,0.010700724887815038
AFG,0.005786144113562708
SAIL,-0.026103169670602888
DE,0.11584944460363755
AVGO,0.0014392372042817403
NSIT,0.011937778849632208
RGA,0.001123242126072732
LNTH,0.001642485628250867
CMG,-0.019369834710743827
FTNT,0.012145247242533186
CCC,0.001953125
GWRE,0.0
RKT,-0.005420054200541924
GEO,0.04644808743169393
ORLY,0.015309973045822156
MAC,0.032375979112271525
WSO,-0.023275779834016963
DRS,0.02932330827067675
WEC,0.004396763981709517
VLTO,-0.0031820110309715988
VERA,-0.043567052416609964
MPW,
TDW,0.03373460246360582
REZI,-0.018206521739130288
MGEE,0.0011251406425802912
NOW,-0.004081254058065142
MSFT,-0.0005768893124984409
BURL,0.005367531257030933
SHAK,-0.01061796559779149
SUPN,0.02290836653386452
AR,0.03485967503692766
DIOD,-0.00884433962264164
IMVT,-0.010881801125703583
AN,-0.01916699180647663
TTEK,0.005411255411255311
FFIN,0.003942978465271585
BDC,-0.014380154024398406
CBRE,-0.01855141109137548
TRMB,0.007173815573157993
LB,0.06630538731271929
FIZZ,-0.008407919717927759
PECO,0.007352941176470562
ACM,0.012793624161073769
PFE,-0.018633540372670843
LRN,-0.015548961424332375
ES,0.0271890686001115
AZO,0.00022699111263024818
MKL,-0.0016753896367251997
FOUR,-0.01099086912411229
BATRA,-0.015644555694618312
ALKT,-0.007738095238095211
LOPE,-0.07861016747124383
ARMK,0.009213147410358724
BIPC,-0.027278363298202102
CCK,-0.00333099579242635
SOUN,0.03846153846153855
BATRK,-0.012661141804788167
TOST,-0.0010842067220817597
PSN,0.03468298807281878
ROAD,0.0055947271612508676
EHC,-0.017693436010267627
BRZE,-0.008149010477299212
KKR,-0.018918918918918837
ALL,-0.029651912333476638
OLLI,-0.011375947995666325
CBSH,0.009781790820165615
ABT,-0.009709594845087932
GDDY,-0.02087014134275622
FWONK,0.0076037124007601875
ATKR,0.00482000301250185
ABNB,0.01239237144926375
ROP,0.013431013431013383
ALG,0.03581104379094624
ITGR,-0.04024051803885298
NUVL,0.01660805001953891
AAL,-0.05319148936170215
ALK,-0.06643982808022919
COF,-0.019227090109049216
KVUE,-0.01165254237288127
NEU,-0.002350156951041238
MOH,0.03947829745459641
TFSL,-0.008620689655172487
SPSC,-0.0008561643835616195
EQH,-0.026344676180021898
CHE,0.0095370469368119
DVA,-0.002774957698815528
HUM,0.018063274903804993
SWKS,-0.04483870967741932
MA,-0.014621765975983969
ZTS,-0.014326647564469885
ZS,-0.018242026375413833
HESM,0.0040139149050042455
MSI,0.004605845881310966
MMM,0.005360297252847701
MCHP,-0.02464922260144109
STWD,-0.005521811154058365
PLNT,-0.029396101821280274
CNC,0.01416299048061287
HALO,-0.016250170695070287
AVPT,0.002830188679245449
RARE,0.06748166259168698
FLG,-0.010370370370370363
URBN,-0.016540710109796075
CARR,-0.021918234105394063
SMCI,0.08280040390440924
RBRK,-0.00422871851443285
VRSK,-0.0009778888466345226
PLMR,-0.03457446808510645
RCL,-0.026566714760679955
V,-0.004277240087418033
VEEV,0.007282758620689611
LION,0.011709601873536535
TXN,-0.023598423786494682
TENB,-0.0077307867212368375
HUBS,-0.04305588870232657
LYB,-0.01143469715919243
STEP,-0.05381639113612391
KGS,-0.009312462849217384
WSC,0.0009053870529651675
LINE,0.0652827096421742
AAOI,0.08149171270718236
ACLX,-0.03635573580533036
COLD,0.15749999999999997
AXON,0.02557425834650795
CNR,0.01146582733812962
TPL,0.10403666810374168
CYTK,0.01269035532994911
SLAB,-0.003212460452664878
PTON,0.02314814814814814
GSHD,-0.0766146053186999
MTN,0.008944291851538777
NFLX,-0.012693935119887145
AAP,0.0008939746111209512
DJT,0.00858778625954204
ALGM,-0.060378336356569196
AMBA,0.005617977528090012
BSX,-0.007341373885684344
CLF,-0.026540284360189625
DOCS,-0.0086444007858546
EQT,0.0194439706634828
S,0.01573033707865168
IMNM,0.0068212824010915885
IRON,-0.017524813895781644
ST,-0.013100436681222849
NEE,0.004604253453190044
PRMB,0.008090614886731462
POWI,-0.005660788155889329
PII,-0.015071590052750605
NTNX,0.002426006792819013
LFUS,0.04420810577752232
OI,0.011340893929286278
VERX,0.05955334987593064
FISV,-0.02348833518489124
CBU,0.012359198998748377
BXMT,-0.0117888262429523
ASAN,-0.021024967148488893
BMI,0.023324905183312206
PSKY,-0.01618705035971224
SUN,0.010749185667752403
SRRK,0.015758091993185674
IT,-0.026728682170542695
GKOS,-0.03223140495867771
OLED,-0.023348899266177447
RUM,-0.013605442176870763
MARA,0.06133333333333324
FLO,-0.0010111223458038054
SLG,0.0010185892538834285
DUOL,-0.012004268184243272
CFR,0.003463563313937268
ZBRA,-0.0030888642483763995
BEAM,0.011611030478954953
VRNS,-0.0015564202334630295
OC,-0.0199464126228045
TWST,-0.04424617625637295
HON,-0.0015343783694118374
RXO,-0.010718789407313967
RITM,-0.0037664783427494575
MPC,-0.015533396803126709
NVDA,-0.0004255771890625537
BEPC,-0.010948054973212162
TTD,-0.010196078431372602
RGLD,-0.02156460380890668
HIMS,-0.0012626262626261875
FLR,0.043443917851500924
BWA,-0.022845106934543002
RBLX,0.021883920076117835
KMPR,-0.01063183475091134
VG,0.03560209424083771
CAR,-0.21540957015409568
PCVX,0.020473562399857537
IVZ,-0.01421091997008228
CSGP,0.0026563138536983555
CMPO,
DYN,-0.008452535760728241
GPGI,-0.042109740535942186
BRBR,0.024838012958963374
RYAN,0.024287484510532753
JOBY,0.015857284440039754
MRNA,0.06652360515021472
UPST,-0.027909927053599848
SFM,0.002659967489286208
SLNO,0.02072002072002066
KR,-0.017862329363926843
WULF,0.0058517555266579535
VKTX,0.03150912106136006
GPC,-0.012736746340253013
VVV,-0.0051440329218107594
DNLI,0.052522100884035305
COIN,0.011520877781164174
CORT,-0.14013058764439978
SMMT,-0.0006297229219144329
BANF,-0.011505108611659653
TFX,-0.0063105501733180525
SEZL,-0.02474037874160051
OSCR,0.0021897810218978186
QS,0.002797202797202747
IONQ,0.002699460107978391
SMG,-0.0007157171485828728
CAG,-0.0053219797764767485
WD,0.00108108108108107
WLK,-0.0449110820858033
SRPT,0.011425462459194735
HRB,-0.026830808080808177
HTGC,-0.01942355889724312
F,-0.005054151624548808
NOG,0.018274853801169666
CZR,0.021942110177404217
MIDD,-0.011740373502037715
ACHR,0.0373027259684362
BAX,-0.024234110653863827
OGN,0.008042895442359255
RDW,0.023809523809523725
VNOM,0.01075991930060538
BBUC,-0.0022509848058525073
ARE,-0.014032496307237796
DOW,-0.006016466117796049
HOG,-0.014577259475218485
LCID,-0.005102040816326592
SMR,0.030985915492957927
IP,-0.033415841584158334
XRAY,0.0024019215372297342
USAR,0.010439560439560402
UAA,-0.019083969465648942
UA,-0.01834862385321101
EOSE,-0.009515570934256146
BHF,-0.0046889653016567445
MSTR,0.03394568690095845
STRK,0.00766283524904221
LBRDA,-0.02937995674116789
LNC,-0.041586998087954186
CNXC,-0.021430727437367958
BMNR,0.007063572149344166
ALMS,0.06179571065067235
UWMC,-0.0020790020790020236
TAP,-0.04860291223927582
COHR,0.038367055250346116
SATS,0.0033199370959287045
