symbol,score,rank
GPN,0.6233774968181849,277
GEV,0.6225866792151564,278
SJM,0.6222322168516178,279
HIW,0.621082336246053,280
LASR,0.6166273237813861,281
SLM,0.6068076547563398,282
AZZ,0.6008905982226266,283
OMC,0.5962909868214138,284
DG,0.5935487928988041,285
HP,0.5913920806215885,286
MET,0.5888947571752419,287
GILD,0.5865315637345213,288
FCX,0.5858559284510305,289
COCO,0.5847819452707069,290
UGI,0.5832008754131305,291
CUBI,0.5818938683213627,292
NXST,0.5803647952627802,293
SAIC,0.576365334437567,294
KTB,0.5762208969790044,295
AMAT,0.5758292098606296,296
RH,0.5753670232635428,297
AMRX,0.5751530949957978,298
SKYW,0.5746218129745653,299
FBIN,0.5745746366797632,300
RIOT,0.5729193756926015,301
MRP,0.571649985055359,302
T,0.5693827963797939,303
LYFT,0.5668880223891725,304
OGE,0.5666880468601069,305
DTE,0.5653131431113303,306
CPRX,0.5643007912743185,307
CTRE,0.5635512553120258,308
SXI,0.5605084595944496,309
ALB,0.5594315916954277,310
INTC,0.5573654029859058,311
SHC,0.5568548319070327,312
PLD,0.5554252816867282,313
INGR,0.5534025787763804,314
ALRM,0.5514680907582236,315
TPC,0.5445959789300007,316
VSEC,0.5424489610386454,317
IBM,0.5424463556328605,318
OMF,0.537268495396124,319
VZ,0.5363906668647046,320
SAM,0.5363173664925404,321
HYMC,0.5337261260217674,322
DBRG,0.532575667743564,323
TPG,0.5306742346153503,324
NDAQ,0.5298374824466676,325
EBAY,0.5279940652557948,326
XMTR,0.5276462101296304,327
REGN,0.5269182426827795,328
CF,0.526405481924564,329
IEP,0.5240623752859449,330
SNDR,0.5232877816722042,331
SEI,0.5206405801752343,332
CG,0.5179328688450516,333
BWXT,0.5175077140475517,334
AVTR,0.5141196511005393,335
POST,0.5138972145673791,336
ARW,0.5104379643208172,337
LXP,0.5091235170167123,338
MMSI,0.5060684853893537,339
WES,0.5058272471363707,340
ULTA,0.5035275640296736,341
ACAD,0.4978070574169154,342
KEX,0.4967940120202437,343
BKV,0.4941432397644307,344
EXPE,0.4930924904084307,345
DKL,0.4927657791996926,346
PVH,0.4926989314036444,347
NVST,0.4906645414101727,348
FCN,0.489615249011343,349
INGM,0.4882321507825268,350
CGON,0.4872412069878283,351
CHRW,0.4826055055337915,352
CASY,0.4786757502757339,353
APLE,0.4726301677668693,354
ED,0.4709704707200752,355
HXL,0.4692055890767379,356
ATMU,0.4657515649207236,357
WSM,0.4652290418674553,358
CRUS,0.4628815054991148,359
MTRN,0.4622387376324433,360
TRNO,0.4613769215175184,361
ADT,0.4576068406950228,362
DBX,0.4558070718424944,363
OII,0.4554766235811923,364
BSM,0.4477822757633588,365
LAUR,0.4470720451057814,366
APH,0.4425240742487266,367
ALSN,0.4413644114188113,368
LMT,0.4394988791549357,369
KFY,0.4387066491865277,370
HGV,0.437691424374566,371
BIIB,0.4369109869885932,372
HPQ,0.4367756517668183,373
ROL,0.4363565388990874,374
DRI,0.4356469303972522,375
YUM,0.4319521272841894,376
JLL,0.4316729184689036,377
KLAC,0.4311059924590225,378
WSBC,0.4308396176737176,379
SSD,0.4296684173417235,380
DVN,0.4296186395058503,381
HE,0.4288115601895012,382
CHDN,0.427368909908596,383
CALX,0.4269057894328578,384
DOX,0.4262786225497965,385
PNW,0.4260532987008704,386
AWI,0.4259055324367804,387
OSK,0.4239390322517546,388
CPAY,0.4219367580193783,389
LMND,0.4213109019416703,390
NDSN,0.4203049310052313,391
SWK,0.4181074759633835,392
COLB,0.4176980859948669,393
PEN,0.4170476127491913,394
GTM,0.4164770030963503,395
REG,0.4164435020713915,396
BG,0.414468014968813,397
BCO,0.4099575762713565,398
WAL,0.4093653717996741,399
OSIS,0.409304351185965,400
CRS,0.4092669894068325,401
TARS,0.4063298542097933,402
AXTA,0.4062365896121793,403
UNF,0.4049688736376491,404
CME,0.4042437363876148,405
GIS,0.4038326982531137,406
MAS,0.402922195584902,407
VLO,0.4023791420280454,408
CW,0.4017526124477831,409
CWAN,0.4016750102584356,410
MNST,0.401390460028306,411
CQP,0.3993302586171158,412
MUSA,0.3989844014245237,413
GH,0.3986655628901548,414
RUSHA,0.3973980364410125,415
UBSI,0.3919197554219335,416
ALAB,0.390682127365436,417
TEX,0.390486734882721,418
PFS,0.3866872417381844,419
CUZ,0.3839159349604545,420
PTCT,0.3837108277729017,421
NMRK,0.3820426578984617,422
RMBS,0.3805078095335454,423
LUV,0.3801043342312134,424
ILMN,0.3779846103562591,425
ADPT,0.375231931115125,426
TXT,0.3725837382348783,427
EMN,0.3684044602096788,428
ACT,0.3675052662866475,429
LHX,0.3653126239529798,430
CNX,0.3633765753378082,431
LNT,0.362600462147164,432
AVNT,0.3576108052233058,433
SCHW,0.3568490919251629,434
EVRG,0.3562070573166572,435
KMT,0.3544098882950901,436
EBC,0.3535294055651373,437
IONS,0.3525891419949108,438
FRT,0.3502160497214802,439
AIR,0.3468411205993817,440
ACIW,0.343618934542639,441
DY,0.3429233584459618,442
BRX,0.3419730281067281,443
AMP,0.3418539006160954,444
UFPI,0.3414255751000339,445
LVS,0.3389558441496215,446
LUNR,0.3291457674830349,447
IQV,0.3290140686638152,448
OZK,0.3282670995133876,449
PSMT,0.3282038420428134,450
EXAS,0.323688888965603,451
HST,0.3220756566296994,452
BPOP,0.3208157902259434,453
GD,0.3206019989460982,454
EWBC,0.3193592807498251,455
MAIN,0.3191860366001855,456
CATY,0.3187044940814329,457
LOW,0.317273368094919,458
EA,0.3165767670471092,459
EXP,0.3154772977056093,460
RTX,0.3130450759562217,461
PH,0.3119319770070377,462
CFG,0.3117930515264559,463
IBKR,0.3116389892364329,464
ORA,0.311167898771637,465
ELAN,0.3054750099081401,466
CBT,0.3046242039929168,467
OHI,0.3040133171682002,468
GAP,0.3036578430155383,469
FICO,0.302427200244713,470
RJF,0.3018377567658054,471
AME,0.3005063097741101,472
HSY,0.2992933764552731,473
ALLY,0.2973351339643321,474
UHAL,0.296884104785979,475
DLR,0.2965920684674711,476
MCO,0.29553453610328,477
BILL,0.2954555311471963,478
WMT,0.2953900014986801,479
LBRT,0.295235204491872,480
SITM,0.2944996128284137,481
ZION,0.2935483987115466,482
TCBI,0.2917271772040024,483
AHR,0.2902786517204571,484
KAR,0.2890596596549051,485
EXEL,0.2875622444478209,486
USB,0.2848585414283236,487
BRC,0.2848542296402079,488
NEOG,0.2843555212879997,489
LLYVK,0.2840654374504761,490
UNM,0.2826790465388043,491
ISRG,0.2824252120095065,492
CAH,0.2805332781722469,493
NSA,0.2796486646719261,494
UMBF,0.2789694520826587,495
KMI,0.2785791729595047,496
BOKF,0.2782455043403988,497
CDE,0.2782025035589459,498
ABM,0.2754768491586622,499
AMGN,0.2749107066524822,500
CPB,0.2724590963590746,501
MZTI,0.2716504332506716,502
SFNC,0.2684355124401982,503
XOM,0.2682330548219463,504
CHH,0.268014363975107,505
TECH,0.267896911303415,506
VMI,0.2677406131558215,507
PPC,0.2663129368202129,508
U,0.2662435460001761,509
CAKE,0.2653956706892178,510
L,0.2640780147799555,511
TMDX,0.2607047225737724,512
MKC,0.2602947009601791,513
CLSK,0.2588906004972041,514
TMHC,0.2581294816219435,515
JKHY,0.2579520409415687,516
QLYS,0.2565462620009053,517
PLXS,0.2564714733624252,518
HAS,0.2554230202549008,519
KBH,0.2552949709378867,520
ASB,0.2544263183258831,521
ANF,0.2543990465293293,522
VSCO,0.2541318478380774,523
VRT,0.2522882169278251,524
CDNS,0.2520317524088871,525
CAT,0.2517233903444815,526
BLD,0.2509170722745285,527
NE,0.2507084811240372,528
STLD,0.2488112928678441,529
CPT,0.2486406884143518,530
SIRI,0.2485364686014117,531
EQR,0.2473123000539384,532
VTRS,0.2472971193510601,533
HUBG,0.2437059000595171,534
KMX,0.2425739799770834,535
VNT,0.24113655020376,536
RRR,0.240824073139903,537
DTM,0.2400415382215873,538
LEU,0.238429247457534,539
CLH,0.2383977626940659,540
AGYS,0.2376776731984925,541
BFH,0.2376646589967294,542
TLN,0.2369552495869634,543
JNJ,0.2335648096640416,544
WWD,0.2334725174880063,545
CWT,0.2330350336339348,546
ETSY,0.2329290617146564,547
MUR,0.2325987127072095,548
BEN,0.2324360837403834,549
JBTM,0.2318659295401678,550
MSGS,0.2318091785361327,551
EXPD,0.2296193250681786,552
DLTR,0.2266974939261417,553
TXRH,0.2209683246741973,554
OPLN,0.2199220334658607,555
WTS,0.2190050218775585,556
STAG,0.2180923591578077,557
GBTG,0.2178504537726799,558
GLPI,0.2167152354460775,559
AFRM,0.2139492752640619,560
XYZ,0.2125320867919473,561
AXSM,0.2120708360348543,562
SPXC,0.211995969477759,563
UHS,0.2101434502278618,564
FBK,0.208808660746549,565
ATR,0.2080878571708685,566
TXG,0.2070131482036431,567
TGNA,0.2059561908299111,568
SLB,0.2030498206325362,569
MRSH,0.2017701581817592,570
NBTB,0.1996929965096607,571
FDX,0.1994327031105837,572
MSCI,0.1978476005281958,573
UDR,0.1977347380461515,574
KEYS,0.1964642380522208,575
ITT,0.1943218306015722,576
SPGI,0.1903241325353499,577
HWC,0.1901817171093327,578
LNG,0.1898043827152573,579
AUB,0.1887584002939885,580
SNEX,0.1885086453223327,581
LLY,0.1877331811779828,582
EPR,0.1861584933826935,583
PRM,0.1856721221832647,584
FNB,0.1855628214229583,585
CRL,0.1853743176547856,586
CVCO,0.1837332683381384,587
ECG,0.1823778838591545,588
TGT,0.1807192644652406,589
SR,0.1801843878359272,590
FIVE,0.1798584190409271,591
BKU,0.1796521077154239,592
SEIC,0.179599126417653,593
UBER,0.1774972406368262,594
LAMR,0.1762275842440481,595
HSIC,0.1757472767711921,596
ATEC,0.1749736146683699,597
MO,0.1694027061240092,598
EXLS,0.1684320605201382,599
ADM,0.1672971657989619,600
LEA,0.1663800779454247,601
AVAV,0.166102417040163,602
AEP,0.1652297806299325,603
HI,0.1650832599005912,604
GEN,0.164079340261619,605
JBHT,0.1618359175578466,606
ASH,0.1616237806733562,607
AAON,0.1616025534148801,608
CVX,0.1604352689826839,609
WSFS,0.1598300049326411,610
PSA,0.1593920358253612,611
ABCB,0.1588354192735291,612
TKO,0.1584209596250668,613
PPG,0.1556489433314679,614
BRKR,0.1552098439832894,615
AVT,0.154820749481551,616
TMO,0.1544287408579241,617
FOXA,0.1532792727679761,618
BKR,0.1529072220882771,619
RYN,0.1523080861751526,620
RF,0.152178767616765,621
FOX,0.1507277454868856,622
CHTR,0.1504931692001092,623
FITB,0.148871140220628,624
MTSI,0.148011659263258,625
FULT,0.1444722284424672,626
DD,0.1438535560048209,627
MTB,0.1438261059842222,628
MIR,0.1431350790782355,629
CACC,0.1419152333594895,630
WGS,0.1414397316715667,631
FFBC,0.1406278057676808,632
DOV,0.1402079140613483,633
TRGP,0.1401386390435554,634
WRB,0.1397548212044655,635
AIT,0.1392398043053852,636
BALL,0.1389632726382503,637
SYM,0.1367070091719938,638
CRM,0.1360231695556031,639
BOH,0.1359173710482768,640
AIG,0.1287658253077167,641
GNTX,0.1271680387893249,642
TDS,0.1267715590967291,643
FLS,0.1258574579348644,644
IESC,0.1244614128061382,645
MS,0.1237050713869575,646
FANG,0.1236101508295145,647
NFG,0.1217786131763141,648
TXNM,0.1202528516674759,649
KEY,0.1199058494222873,650
SKY,0.1195668595639131,651
GE,0.1181213020206077,652
EWTX,0.1143843077458394,653
IBP,0.1135873565613554,654
PEP,0.1132101061182555,655
LAD,0.1124322394936414,656
NUE,0.1110200140580949,657
ICE,0.1102894398695751,658
PNC,0.1086564293175886,659
AGCO,0.107568788677975,660
ERIE,0.1068992444708331,661
TRMK,0.1061952531255605,662
NPO,0.1061253524935934,663
USFD,0.1025937627197643,664
BL,0.1020139022868029,665
BYD,0.101509942210593,666
HTH,0.1014282669784119,667
LFST,0.1006990274039856,668
NJR,0.1005818504547292,669
ADSK,0.0998412821261002,670
CNM,0.0988943073877003,671
BCPC,0.0988819123571318,672
MAR,0.0980923952633245,673
CTRI,0.0976491329152876,674
ESI,0.0973852631669771,675
WYNN,0.0960860506143421,676
OKE,0.0949069654659007,677
R,0.0948569358063631,678
PTC,0.0937255687670664,679
CLX,0.0925837250457669,680
MRVL,0.0924528490102427,681
CROX,0.092443632362202,682
MCK,0.0921652518434917,683
NNN,0.0899633891676584,684
WBS,0.0888127683458839,685
ACLS,0.0884547103954021,686
PPTA,0.0860791662797649,687
MDU,0.0855960905194949,688
EGP,0.0847471766430996,689
ITW,0.0842724620659369,690
SSB,0.0837329224426538,691
NNI,0.083494663593748,692
VRRM,0.0824151289836945,693
AOS,0.0816448179687449,694
RPM,0.0815779091915841,695
STRL,0.0811289960600204,696
AVY,0.0802484141252948,697
ULS,0.0798115518238794,698
WAT,0.0780340339256888,699
IRT,0.077699129340688,700
NHI,0.0745541203369421,701
GVA,0.0731279477288228,702
MYRG,0.0727665222732578,703
BAH,0.0723444298256497,704
SITE,0.071589219244486,705
LSCC,0.0712398914971474,706
MANH,0.0700436982655961,707
GPOR,0.06970567659736,708
PHM,0.0683649523621544,709
PLTR,0.0666257950608288,710
GL,0.0657806978198716,711
LH,0.0647251477723601,712
WTFC,0.0644892443625827,713
LW,0.0642150301209461,714
UPS,0.0639914834937533,715
ELS,0.0624865490770018,716
UCB,0.061773710561748,717
MDGL,0.0602103128373439,718
WMG,0.058778025611274,719
ROK,0.0579294024237457,720
EEFT,0.0569846962574005,721
VRSN,0.0550473991598431,722
WPC,0.0541857211272438,723
SBUX,0.0527473172581339,724
BNL,0.0526583883761034,725
NTRS,0.0521405291210331,726
IEX,0.0517986422039692,727
BAC,0.0517327762014894,728
CR,0.0505946043554949,729
VRDN,0.0504315033786284,730
CRK,0.0496646198093072,731
MPWR,0.0488482231009326,732
CRDO,0.0486239302032348,733
AMD,0.048356423836136,734
ABG,0.0473421173553686,735
GEHC,0.0462446392790115,736
MTZ,0.0456574525252767,737
CHEF,0.0455711015897439,738
NYT,0.0435677763019105,739
ANET,0.0432978805540606,740
MWA,0.0410557843228154,741
FFIV,0.0390958692159786,742
FHB,0.0379459390826183,743
GOLF,0.0368306452583985,744
TTC,0.0363635101749772,745
LPLA,0.0354947468892613,746
OTTR,0.0344235556427742,747
STZ,0.033651345749996,748
PRVA,0.0332048720326405,749
MOS,0.0319814643542571,750
TFC,0.0312715432124411,751
ESAB,0.0302519342982667,752
APPF,0.0302286725018062,753
HCA,0.0267335751165785,754
RNA,0.0266105582534115,755
PAG,0.0248075049227629,756
ODFL,0.0247244317754795,757
CEG,0.0240657075064696,758
INSM,0.0225179738887434,759
CNA,0.0224216125253404,760
THC,0.0196376349334109,761
AWR,0.0176643944746658,762
LKQ,0.0174371986999699,763
INDB,0.0159444696733967,764
VMC,0.0156504953218403,765
PAY,0.0155907415134774,766
PSTG,0.0145467783234569,767
NWE,0.0143134956380012,768
FBP,0.0135818683022031,769
BRO,0.0135163861507119,770
XEL,0.0125866037973543,771
WY,0.0124112085583761,772
PG,0.0105164222108701,773
FUL,0.0075001475992935,774
SFD,0.0059064847376732,775
RBA,0.0039515587038134,776
HWM,0.0039386737667407,777
FHN,0.0029236837593745,778
APGE,0.0012095471304936,779
AM,0.0011168917559839,780
EXPO,-0.0009396296195262,781
PTGX,-0.0009499858683557,782
PCAR,-0.0014066712268851,783
WH,-0.002351432711299,784
CFLT,-0.0023936413814686,785
XYL,-0.0026345419257572,786
RRX,-0.004225114695963,787
HRI,-0.0045182671726681,788
GWW,-0.0056041535873933,789
GTES,-0.0056469829103399,790
MLM,-0.0067804046585519,791
CGNX,-0.0070971870749946,792
WOR,-0.0097001709208341,793
IBRX,-0.0098842742908035,794
ROKU,-0.0135435546869081,795
AX,-0.0136713909743298,796
MTG,-0.0195139545596607,797
SNOW,-0.0202550259916005,798
ATGE,-0.0206034601560102,799
SYY,-0.0216843297001172,800
RDN,-0.0217765469013924,801
ONB,-0.0230976174142322,802
C,-0.0259970431102089,803
SMTC,-0.0267399463086607,804
MCY,-0.0279532626990366,805
CELH,-0.0310094292225159,806
APPN,-0.0310197440656253,807
CXT,-0.0311281799861184,808
ASTS,-0.0334844767661561,809
HAYW,-0.0351355662103861,810
NCLH,-0.0362043737700452,811
TMUS,-0.0364991730640646,812
EXC,-0.0365314216318428,813
FTV,-0.0385354680382363,814
OS,-0.0398620520810321,815
UNFI,-0.0410190640644265,816
URI,-0.0430398727078443,817
ABBV,-0.0444011127060348,818
BFAM,-0.0460607922406983,819
ADBE,-0.0471125983530189,820
BROS,-0.0475077214899519,821
ECL,-0.048970136856916,822
BTU,-0.0491697738087281,823
PCG,-0.0502541786940622,824
EPRT,-0.0502945311752194,825
ADMA,-0.0523308843395978,826
OPCH,-0.052987034776813,827
JBL,-0.0538573518694044,828
WFC,-0.0541030824145905,829
CSL,-0.0548619347981712,830
EXR,-0.056912923828385,831
PIPR,-0.0585317775165648,832
META,-0.0591792182165044,833
SHW,-0.0607832220136388,834
HUBB,-0.062942641613233,835
PCOR,-0.0630730033713171,836
CHD,-0.0631937788166319,837
HLT,-0.0632481232093092,838
IR,-0.0643021004023911,839
SAIA,-0.0660400261097271,840
VTR,-0.066123818007105,841
CHRD,-0.0668717528245054,842
HLI,-0.0677955600223683,843
J,-0.0686641966966426,844
VNO,-0.0697272513484089,845
NTRA,-0.0699025975518876,846
TKR,-0.0734085417207824,847
BX,-0.0736126849149859,848
VIAV,-0.0745098347954675,849
BBIO,-0.0756202211851459,850
BCC,-0.0761842898597675,851
NTAP,-0.0769925598094168,852
DLB,-0.0775809698684083,853
ENTG,-0.078176611571466,854
CVNA,-0.0784507752598068,855
GGG,-0.0806509443076366,856
FR,-0.0819813943250436,857
EME,-0.0824081531357345,858
IDA,-0.0826030406934646,859
NI,-0.0840149420369528,860
PFGC,-0.0854614705449753,861
CUBE,-0.0875434195369125,862
MSA,-0.0885373310732559,863
MSM,-0.0901894415698183,864
WMB,-0.0902985244583041,865
DOC,-0.0931072521327122,866
SF,-0.0948285718859597,867
IPAR,-0.096097178398678,868
CSW,-0.0967905600221473,869
WAFD,-0.0973686764059893,870
PINS,-0.0980545046784388,871
EMR,-0.1010005542155549,872
INTA,-0.1024635951506233,873
KMB,-0.1036005321438563,874
VRTX,-0.1051865171750208,875
SBRA,-0.105228193936117,876
TWLO,-0.1066416169115114,877
WHD,-0.1082843747049064,878
SOFI,-0.1090389111202511,879
HD,-0.1095581998673342,880
DUK,-0.1105363561034756,881
ROST,-0.1139109725847326,882
ONC,-0.1140062730118008,883
COGT,-0.114028950121847,884
KNF,-0.1149333989405733,885
SARO,-0.1161394795970484,886
AXP,-0.1161585873510607,887
MTDR,-0.1172811388789738,888
DPZ,-0.1172900289449892,889
KIM,-0.1179061452482645,890
MTH,-0.1187727501179218,891
SKT,-0.1193033317693447,892
MASI,-0.1202901929634253,893
APO,-0.1223057026680708,894
OKLO,-0.1250319354460851,895
ALNY,-0.1253455934063265,896
POOL,-0.1264640905446338,897
ADI,-0.1286643697478434,898
AYI,-0.1315711866720236,899
OKTA,-0.1320018084662043,900
USLM,-0.1332296995685826,901
AKR,-0.1343766238039298,902
MCD,-0.1349234976909742,903
PANW,-0.1371553356770304,904
WDAY,-0.1376195487402944,905
FRME,-0.1391160383184925,906
BKE,-0.1394795683505354,907
ESE,-0.1403064695286149,908
AJG,-0.1416951488134361,909
TDY,-0.1425803471256455,910
PATK,-0.1459600353981346,911
KDP,-0.1468912043208219,912
SNPS,-0.1479570831517463,913
DELL,-0.1489642260925112,914
GFF,-0.1490413314232179,915
BBY,-0.1494205093905998,916
