symbol,score,rank,price_signal,price_trade,ret_1d,matched
LC,1.0904917772197789,115,,,0.0464216634429401,True
SEE,1.0811064474996046,116,,,-0.000715137067938,True
FSLR,1.0776144886794257,117,,,0.0553859765538595,True
MTCH,1.0588536859849973,118,,,0.0033134526176277,True
FTDR,1.0549056412484386,119,,,-0.0088480222068008,True
MAT,1.0526070000373675,120,,,0.0261282660332542,True
DAVE,1.0431216201859663,121,,,0.0224222863937488,True
EIX,1.041561031686789,122,,,-0.0240828899467936,True
BA,1.0387277773114565,123,,,-0.0209391902966725,True
ONTO,1.0387113878939085,124,,,-0.0013164465023377,True
VCYT,1.0377599529068593,125,,,0.016097696364141,True
ALB,1.03612397490146,126,,,0.0136159128581578,True
DBD,1.0344199351837404,127,,,-0.0228868975538871,True
PIPR,1.0334859461893473,128,,,0.0273125,True
SF,1.0235245182789638,129,,,0.0201507069680806,True
WST,1.0161631914436853,130,,,0.020847896706279,True
KTOS,1.0113798671667087,131,,,0.0569751005762748,True
PPC,1.0101637902678655,132,,,0.0064397424103035,True
GM,1.0098233327936972,133,,,0.03016498399409,True
SNX,1.0074700717095326,134,,,0.0080695608657574,True
INDV,1.0058172800279814,135,,,-0.0112230215827338,True
W,1.0013870263234397,136,,,0.0733309867417575,True
EPAM,0.9995150170194904,137,,,0.0338471023427866,True
CDP,0.9898186749141352,138,,,-0.0072463768115941,True
UPWK,0.9868693764453168,139,,,0.0760188087774296,True
STT,0.9864829386184952,140,,,0.013125,True
CC,0.9842136599476522,141,,,0.0227272727272727,True
CI,0.975686128833306,142,,,-0.0020295139486085,True
HOLX,0.9756468680472375,143,,,0.0006653359946773,True
LRCX,0.9730254228765826,144,,,0.0191442397487053,True
RGEN,0.9729819179241248,145,,,0.019939443172587,True
DECK,0.972762549878812,146,,,0.0131231359181935,True
HL,0.9706572522548992,147,,,0.0367231638418079,True
PTEN,0.9702239556730996,148,,,0.0315656565656565,True
GNW,0.9700026671777804,149,,,-0.0155555555555556,True
ENVA,0.968243037997464,150,,,0.0047856565111887,True
BKH,0.967844358408699,151,,,-0.0067962484708441,True
SHOO,0.967542094134034,152,,,-0.0068475779863049,True
TLN,0.9667475439456202,153,,,-0.0205779334500874,True
SEB,0.9661913003712664,154,,,0.0008667309593854,True
OGN,0.9617550506609168,155,,,0.0247252747252746,True
UAL,0.9551490837802212,156,,,0.025521838273987,True
HYMC,0.9551111010118324,157,,,0.2107142857142856,True
MS,0.9498917390575304,158,,,0.0294391978547279,True
UUUU,0.949548898954744,159,,,0.0374331550802138,True
FLNC,0.9476513189659512,160,,,-0.0196850393700788,True
TPR,0.9463792809600132,161,,,0.0074748131296717,True
PHIN,0.9375305797871512,162,,,0.0066216395179445,True
OUT,0.9345691440003076,163,,,0.0063770426464726,True
UEC,0.931821967508186,164,,,0.0526315789473683,True
CMC,0.9272920568865266,165,,,-0.0066902297399646,True
AN,0.924703706112264,166,,,0.0244316762428178,True
HIG,0.9222835018490472,167,,,-0.0158155089528322,True
HURN,0.9199622368451144,168,,,0.0261884647876506,True
HUT,0.9139827638921536,169,,,0.0128447298828862,True
TGTX,0.906439949980255,170,,,0.0058499655884378,True
WEX,0.9038351347171818,171,,,0.0332076943072525,True
FORM,0.9014011648524648,172,,,-0.0073390647934575,True
GOOGL,0.8973157029081152,173,,,0.0043374610952917,True
WHR,0.8963731010667813,174,,,-0.0089429030038982,True
ALSN,0.8958199514853094,175,,,-0.004171632896305,True
KRMN,0.8905099119865857,176,,,0.0784183197976302,True
CMI,0.8904350089672965,177,,,-0.0044656347580833,True
DDS,0.8903938381292008,178,,,0.011003814251983,True
CINF,0.8872423794067243,179,,,-0.0169807912326127,True
GOOG,0.8866298127493794,180,,,0.0036985668053628,True
PAA,0.8844381186723074,181,,,0.0068526676456193,True
MTRN,0.8829034633975271,182,,,-0.0013045463440087,True
GEF,0.8827655551315374,183,,,-0.012483574244415,True
NXT,0.8692850048543703,184,,,0.0154988171955297,True
BDX,0.8663276353671344,185,,,0.02987935505694,True
PATH,0.8610353545640906,186,,,0.0146252285191956,True
PSX,0.8564055972148156,187,,,-0.0048052604957005,True
COKE,0.8562551979363748,188,,,0.0252257676098734,True
ATRO,0.8520766893055454,189,,,0.0171495387813434,True
PRIM,0.8487899647089322,190,,,-0.0121320359650203,True
ZM,0.848278594130847,191,,,0.0278623801466439,True
TRV,0.848112639573054,192,,,-0.0025732713965846,True
ACI,0.8473879753688716,193,,,-0.0189496480779641,True
ADPT,0.842883181770354,194,,,0.0050664977834071,True
ICUI,0.8394083540157652,195,,,0.0225234338121249,True
OMCL,0.8336273126321987,196,,,0.0331816965480331,True
ATI,0.8276137542333105,197,,,0.0124020442930152,True
M,0.8271714506145693,198,,,0.0238309352517986,True
WFRD,0.8225730793456127,199,,,0.0256284847892007,True
MIRM,0.8219561659310453,200,,,0.0220752698628805,True
HALO,0.8211436433405075,201,,,-0.0900844930417494,True
AEIS,0.8177806728468755,202,,,0.0229848465554565,True
POWL,0.8164518749903664,203,,,-0.0332241293355173,True
ARQT,0.8121342785735972,204,,,0.0037579857196543,True
AES,0.8100250278004661,205,,,-0.0061012812690666,True
HHH,0.8080878100999452,206,,,0.0032624456259062,True
HAE,0.8080840864331844,207,,,0.0348182283666154,True
HTGC,0.7992993806041157,208,,,0.0075757575757575,True
AKAM,0.7992249618072895,209,,,0.0082088175613355,True
LCII,0.7984918253510549,210,,,-0.0023359937706833,True
LYFT,0.7932034343899356,211,,,0.0308270676691728,True
GHC,0.7920429680767361,212,,,0.0096504955659886,True
SWX,0.7917039652034081,213,,,-0.0181323662737986,True
WRBY,0.7908896066454115,214,,,0.03551912568306,True
COO,0.7813477667138732,215,,,0.017817915547962,True
ACMR,0.772767961362168,216,,,-0.0087450138079167,True
TOL,0.7724413964696606,217,,,-0.0233778917170238,True
HUM,0.7704351477173444,218,,,0.0115141358992376,True
GVA,0.7701667754174522,219,,,0.0325013607029001,True
WCC,0.7694586372719187,220,,,0.0027249767380035,True
WMS,0.766347707914158,221,,,-0.0048017801721614,True
RVMD,0.7642254569752641,222,,,-0.0081502832720404,True
EAT,0.7632859076460062,223,,,-0.0307353211290026,True
SLGN,0.7598862175070539,224,,,-0.000207296849088,True
EL,0.7590809915393536,225,,,-0.0048154093097914,True
MRCY,0.7548499280038744,226,,,0.0400864138262122,True
BANC,0.7522639651530947,227,,,-0.0059701492537314,True
FIBK,0.7512179795639196,228,,,-0.0186989728733211,True
GLW,0.750870348561368,229,,,0.0114158749616914,True
CALY,0.7463476871967065,230,,,0.0052160953800297,True
LASR,0.7411374736809085,231,,,0.0679897818824917,True
FSK,0.7410105276702714,232,,,0.0135951661631419,True
BLTE,0.7405144044876733,233,,,-0.0109758871701547,True
CACI,0.734124953316045,234,,,0.0043576072130799,True
IDCC,0.7329199407159857,235,,,-0.0131270127176463,True
UNH,0.7246959198674423,236,,,-0.0030786260334151,True
WT,0.7244630472811,237,,,0.0253623188405798,True
ORI,0.7210246656030034,238,,,-0.0202067669172931,True
CMCSA,0.7205543574159243,239,,,0.0015847860538826,True
OI,0.717613856507972,240,,,0.0239071038251366,True
LDOS,0.7175143642108328,241,,,0.0619080047050084,True
HESM,0.7151717999114539,242,,,0.0160413268080477,True
FOXA,0.7148264230862662,243,,,0.0131135920609604,True
TPC,0.7147121395929928,244,,,-0.0138618677042802,True
SGI,0.7138427725008736,245,,,0.0266575529733423,True
MEDP,0.7114900462992022,246,,,0.0420150404035686,True
FE,0.7066893541324353,247,,,-0.0083080040526849,True
ACA,0.7041554439554645,248,,,-0.0167812050503435,True
AGX,0.7010668969307854,249,,,0.0177939441604404,True
RMD,0.6973386086430003,250,,,0.012078805410054,True
PEN,0.6968157875215472,251,,,0.0008503650705216,True
FCX,0.6948216738365321,252,,,0.0238991651661482,True
KWR,0.692721939653685,253,,,-0.0338926732015285,True
PRAX,0.6911920723306858,254,,,0.0027130837702717,True
CON,0.688166299771753,255,,,0.0029585798816567,True
VLY,0.6871745999860034,256,,,-0.011177347242921,True
PLUS,0.6814204601442018,257,,,0.0157747846135176,True
HAL,0.6807738677091623,258,,,0.0314446751705725,True
RKLB,0.6748920749857946,259,,,0.0648161396480182,True
SON,0.6699154263216416,260,,,0.0160437235543018,True
SANM,0.6698103604473299,261,,,0.0077027948193593,True
NXST,0.668989650618944,262,,,0.0200085689802913,True
ZETA,0.6683293885638522,263,,,0.0346178967994774,True
INTC,0.6678941026584092,264,,,-0.0155911650064962,True
RPRX,0.6671877100059143,265,,,-0.0015415106804667,True
RNG,0.6651503564550415,266,,,0.0193103448275862,True
UGI,0.6648293503397376,267,,,-0.0129567245400362,True
CTSH,0.6610269833116871,268,,,0.0250076710647437,True
TPB,0.6591883489812304,269,,,-7.540340823397607e-05,True
CECO,0.6588626438425247,270,,,-0.0065881160521983,True
LEA,0.6588438518206094,271,,,0.0014630577907828,True
TROW,0.6577408861057878,272,,,0.0119390256902249,True
NOC,0.6542880669248406,273,,,0.0338173208580556,True
FRPT,0.6496132340142226,274,,,0.0178546519737758,True
JOE,0.645297641161823,275,,,-0.0057657150892982,True
ISRG,0.6435579573345039,276,,,0.0150197628458497,True
MC,0.6416066121085827,277,,,0.0139660371369623,True
TARS,0.6414687474777092,278,,,0.0078050334501433,True
IEP,0.6385451873530724,279,,,0.0050062578222778,True
CPRX,0.6363538353795711,280,,,-0.0142045454545455,True
MRP,0.6337234177741056,281,,,-0.0047573739295909,True
PRU,0.6334760563722426,282,,,0.0102643555727703,True
DBRG,0.6333685791244812,283,,,0.0,True
LXP,0.6332857964313239,284,,,-0.0088879702356345,True
OMC,0.6330260643789556,285,,,0.0320682553692261,True
KNX,0.6327346644715748,286,,,-0.0088510354041416,True
MGM,0.631696046077499,287,,,0.0852057192880069,True
GBDC,0.6308736878701205,288,,,0.0024489795918367,True
LVS,0.630739347606026,289,,,0.0229485396383866,True
ACAD,0.6304410517064658,290,,,0.0108932461873638,True
DG,0.6299363389041486,291,,,0.0156333511491182,True
DCI,0.6272466735274307,292,,,-0.006900993743099,True
AZZ,0.6204861876018511,293,,,-0.0320284697508896,True
LUMN,0.6196178205450038,294,,,-0.0123609394313967,True
BKV,0.6133727369058201,295,,,0.0006675567423231,True
SCI,0.6120765444376055,296,,,-0.004100907170374,True
REGN,0.6016109306597719,297,,,-0.0017264627676332,True
SSD,0.5995752982401206,298,,,-0.0130078143959617,True
PLD,0.5989871545164221,299,,,-0.0150948719757354,True
CBOE,0.5977618868847793,300,,,0.0052427867698803,True
XMTR,0.5949800343453093,301,,,0.032419845960953,True
DVN,0.5920385038112826,302,,,0.0090826521344231,True
CG,0.5887638501552773,303,,,0.0121681415929202,True
INGR,0.5887215817947056,304,,,-0.0004292950974499,True
COCO,0.5856956173399234,305,,,-0.1142958244869073,True
SAM,0.5855009560385536,306,,,0.0086314790039272,True
EEFT,0.5849066823898473,307,,,0.0086463501063076,True
ROL,0.5825380485743417,308,,,0.0028295605858854,True
SHC,0.5824184378287782,309,,,0.0210649502633117,True
CUBI,0.5761250200531873,310,,,-0.0032449972958354,True
SXI,0.5720601543984659,311,,,-0.0158896252373753,True
PVH,0.5716513417451295,312,,,0.0001442377037357,True
HP,0.5675858345157188,313,,,0.0444311017712397,True
ELV,0.5651280946603646,314,,,0.0042345843726434,True
YETI,0.5648346532485651,315,,,0.0295771714226202,True
SEI,0.5646713687424362,316,,,-0.0331176246669204,True
EVR,0.5611505228349254,317,,,0.0344676728852224,True
FROG,0.559769606391573,318,,,0.0008408660920748,True
TPG,0.5579259320341587,319,,,0.0221748400852879,True
SJM,0.5572079115513938,320,,,0.0138392016569384,True
GNTX,0.5570602821036459,321,,,-0.0028443722064201,True
TEX,0.5550136995218,322,,,-0.0064738886491152,True
SKYW,0.5483878352867583,323,,,-0.0197337801359024,True
AMRX,0.544805787818313,324,,,-0.0223831468071099,True
KTB,0.5439609036339638,325,,,0.0126865671641789,True
ATMU,0.5420314940866339,326,,,0.0023404587299109,True
MPC,0.5413095285553947,327,,,-0.0048369402612945,True
BSM,0.54040225159818,328,,,-0.0268852459016393,True
OGE,0.5397686775993458,329,,,-0.0087420042643922,True
ASO,0.5392560866195185,330,,,-0.0122134850259327,True
CPAY,0.5382976146152287,331,,,0.0195030802020379,True
DBX,0.5382062081449939,332,,,0.0081699346405228,True
KNF,0.5357882846710734,333,,,-0.0345855060125571,True
AMAT,0.5343222612673338,334,,,0.028318436220867,True
GPN,0.5321013344737804,335,,,0.1646839615880753,True
ARW,0.5291832402323299,336,,,0.0015707834282348,True
REYN,0.528437674707457,337,,,0.014388489208633,True
CF,0.5268268392253166,338,,,0.0216440985179655,True
VSEC,0.5263322321666616,339,,,0.0193118965032343,True
SIGI,0.5255524201420114,340,,,-0.0149064016639705,True
GEV,0.523945770479955,341,,,-0.0019532442165659,True
PTCT,0.5214685115955361,342,,,-0.0034697123030215,True
KEX,0.5194115570243194,343,,,0.0088411746131984,True
IBKR,0.51830028113536,344,,,0.0219675262655205,True
HXL,0.5164330084729383,345,,,-0.0124747134187457,True
PAGP,0.515084228636046,346,,,0.0059578368469292,True
EBAY,0.5149038463777972,347,,,0.0278924327704817,True
SAIC,0.5131933964996436,348,,,0.0399154731157547,True
ACT,0.5122962516888135,349,,,-0.0176375029009051,True
TMDX,0.5115297736916018,350,,,0.0125541772530264,True
LAUR,0.5108886763783179,351,,,0.0100719424460431,True
BWXT,0.5034319668345104,352,,,0.0057685613406932,True
APLE,0.5024017553894469,353,,,-0.001627339300244,True
DINO,0.4990972345659794,354,,,-0.1085566119273985,True
NDAQ,0.4977629548630791,355,,,0.0235543369890329,True
HPQ,0.4960831549769148,356,,,-0.0075716603569495,True
MMS,0.4956612138636863,357,,,0.0404975812024879,True
FBIN,0.4953909164766326,358,,,0.0247383444338726,True
IBM,0.4920563007078687,359,,,0.0096008671750997,True
GS,0.4850469658224794,360,,,0.0193113837823677,True
BG,0.483795809546006,361,,,-0.0009025270758122,True
THG,0.4834499094101411,362,,,-0.0027436410402971,True
DY,0.4811133859832444,363,,,-0.0230807471060293,True
MPLX,0.4809651078596965,364,,,-0.0113339145597209,True
INGM,0.4808966394134938,365,,,0.0205511443250818,True
HIW,0.4806402196705061,366,,,0.0069716775599129,True
UHAL,0.4777956751303271,367,,,0.0264676616915422,True
OII,0.4751697588695374,368,,,0.0225587144622991,True
FCN,0.4742024802642014,369,,,0.0149160581663858,True
CRS,0.4717478940029833,370,,,-0.0070155783183951,True
DD,0.4681552719735826,371,,,0.0094358167878907,True
CNX,0.4678039211304324,372,,,0.0092894802912377,True
RH,0.4673368367153143,373,,,0.0176791874281334,True
CRUS,0.4666942520475579,374,,,0.0120632279534107,True
TRNO,0.4596918100132998,375,,,-0.0086115727451275,True
LKQ,0.4590071478708363,376,,,0.0218394340203014,True
APH,0.4580861923722064,377,,,-0.0056539005182741,True
ALAB,0.4551204819996027,378,,,0.0476190476190476,True
T,0.4538607201435694,379,,,-0.0278940027894003,True
NVST,0.4462382650260906,380,,,0.0153188457427859,True
WK,0.4460801487972782,381,,,0.0024137931034482,True
POR,0.445138306850362,382,,,-0.0300608828006089,True
EXAS,0.4430780324744015,383,,,0.0004839802536056,True
AXTA,0.4425114172220868,384,,,0.0177396280400572,True
HASI,0.4399809937208818,385,,,-0.0369709331973482,True
SSNC,0.4397983065378798,386,,,0.0180545836249124,True
MMSI,0.4397086529092407,387,,,0.0170364015197941,True
SLM,0.4356437192159018,388,,,0.0,True
SWK,0.4331125535970641,389,,,-0.0117711771177118,True
RKT,0.4327957312809824,390,,,0.004354926510615,True
IONS,0.4318488687662912,391,,,0.0105703048180925,True
OSK,0.4283567048122135,392,,,0.0184602599869414,True
CHRW,0.4267790442748509,393,,,0.0478069680911039,True
NYT,0.4261377749920559,394,,,0.0198568148048088,True
SNDR,0.4221514283089518,395,,,-0.0010416666666667,True
DAR,0.421678835534083,396,,,0.0137335687659407,True
VZ,0.4183538319891572,397,,,-0.0179848763539751,True
CGON,0.4172402414439691,398,,,0.0248746983478744,True
ULTA,0.4168952758735809,399,,,-0.0246173000198071,True
KLAC,0.4158057207201398,400,,,0.0068766622001237,True
COLB,0.415252041965139,401,,,-0.0019169329073482,True
DRI,0.4076567498488598,402,,,-0.0102899478642641,True
WSBC,0.4059759517428735,403,,,-0.00437039060366,True
MNST,0.4040232224527873,404,,,0.0033775633293124,True
AHR,0.4004091248474967,405,,,-0.0137735849056602,True
POST,0.3995374276718676,406,,,-0.0023963133640553,True
MAS,0.3994513806439911,407,,,0.007220690560588,True
ACIW,0.3991260996467407,408,,,0.0002464268112372,True
BLD,0.3970276272284576,409,,,-0.0219425384361353,True
NDSN,0.3968080883211345,410,,,0.0079480012124069,True
RRR,0.3965572734938264,411,,,0.0379867046533712,True
YUM,0.3933493425811982,412,,,0.0106706371362987,True
AWI,0.3923148202649097,413,,,-0.0078195943900717,True
SPHR,0.3914884507965034,414,,,0.0046203469619039,True
MRK,0.3903191930763871,415,,,0.0007403142222588,True
OMF,0.3866787200818332,416,,,0.0070884281410596,True
PFG,0.3864333766372776,417,,,0.0051098064796695,True
CNA,0.3850731828769484,418,,,-0.0068465565847763,True
ATEC,0.3848859784755865,419,,,0.0029629629629628,True
GH,0.3823130410279734,420,,,0.0028942208944076,True
ED,0.3798304010641309,421,,,-0.0202773876404495,True
KFY,0.3794435020832446,422,,,0.021359856513941,True
EMN,0.3792905400964323,423,,,0.0145367210213627,True
JNJ,0.3792840884979657,424,,,0.0068220112604282,True
LMT,0.377004069070659,425,,,0.0003540749407306,True
SITE,0.3751809937419156,426,,,-0.0074252589070541,True
KMT,0.374002937581688,427,,,-0.0153609831029186,True
WSM,0.3727574721694545,428,,,0.010102917571523,True
AMP,0.3716686433983099,429,,,0.0192201032467256,True
RSI,0.3715059754053963,430,,,0.0731995277449821,True
VSCO,0.3682072798114177,431,,,0.0326375082836314,True
LUV,0.3646765232008119,432,,,0.0099520825654257,True
PFS,0.3644588493192029,433,,,-0.0047660311958405,True
OHI,0.3641706630388555,434,,,-0.0242171189979122,True
PNW,0.3629275693865461,435,,,-0.0135504095459602,True
GIS,0.3616581783466078,436,,,0.0088967971530249,True
RUSHA,0.3568147697281819,437,,,0.0285673475217826,True
OSIS,0.3543657792434124,438,,,0.035490210900295,True
TXT,0.3541366108601056,439,,,0.0055165496489468,True
SIRI,0.3535668263916997,440,,,0.0023786869647954,True
MUR,0.3529810751470446,441,,,0.0394489668127739,True
EXEL,0.3524352244210296,442,,,0.0088475499092559,True
CW,0.3521765188947525,443,,,0.004156976744186,True
TECH,0.3518539370286139,444,,,0.014188034188034,True
IQV,0.35185262522206,445,,,0.0402578448066164,True
WAL,0.3495133168196531,446,,,0.0040156398605093,True
GTM,0.3457986411953512,447,,,0.0169491525423728,True
EWBC,0.344118177060018,448,,,0.016971825098236,True
EBC,0.342413242724993,449,,,-0.0111111111111111,True
AIR,0.3390453638627219,450,,,0.0096001409194996,True
CROX,0.3385675057113353,451,,,-0.0173138510808646,True
UBSI,0.3376258287373235,452,,,-0.0070104025327906,True
LBRT,0.3372930670632053,453,,,0.0164917541229385,True
ELAN,0.3342015783538085,454,,,-0.0032180209171358,True
AIZ,0.333316692907096,455,,,-0.0060622511762576,True
VC,0.3326088493598444,456,,,0.0180318434682524,True
GAP,0.3311589348596452,457,,,0.0152173913043478,True
DKL,0.3311416559175537,458,,,0.003316138540899,True
RMBS,0.3298029189792272,459,,,0.0234428641490926,True
HST,0.3253805777255522,460,,,0.0124937531234383,True
SAIA,0.322713609735655,461,,,0.0051499935625081,True
KHC,0.3215378464223685,462,,,0.007148864592094,True
CASY,0.3211884189051506,463,,,-0.0058198418816984,True
LNT,0.3211739875811232,464,,,-0.022081575246132,True
RYN,0.319899977100465,465,,,-0.0063424947145876,True
LLYVK,0.318986948821358,466,,,0.0046704171531686,True
ANF,0.3155291320769809,467,,,0.0166826054616937,True
XYZ,0.3133336818526203,468,,,0.0549104506986812,True
CTRE,0.3117546221851719,469,,,-0.0235894941634241,True
ILMN,0.3111213546855079,470,,,0.0307269762252166,True
MAIN,0.3106574484567455,471,,,0.0141939844542076,True
ADT,0.310646149996002,472,,,0.0141935483870967,True
CAH,0.3098797824873539,473,,,-0.0026154800957531,True
CEG,0.3096762233608369,474,,,-0.0295699811887395,True
COF,0.3092934273826488,475,,,0.0151881590403404,True
LOW,0.3089443000616713,476,,,0.0034499928866125,True
TXG,0.3085702224436246,477,,,0.0510204081632652,True
COGT,0.3060584247691038,478,,,0.019404572036151,True
EVRG,0.3058405218173385,479,,,-0.013617960986382,True
ALRM,0.3053375546102768,480,,,-0.0044043162299052,True
SITM,0.304638650397143,481,,,-0.0080425069436057,True
BPOP,0.3041856280389006,482,,,0.0067632850241545,True
LHX,0.3041221106159164,483,,,0.0159554516864306,True
MUSA,0.3040409533843153,484,,,0.0166172569823686,True
WES,0.303967034310048,485,,,0.0038874914246513,True
GEO,0.3026596895825966,486,,,0.0041152263374486,True
CAKE,0.3014833190386521,487,,,0.0241368286445011,True
PH,0.3011827243344954,488,,,-0.0123077837077816,True
UFPI,0.3007927057332507,489,,,-0.0042020563254357,True
NE,0.3004208187263162,490,,,0.0181734529560615,True
HAS,0.2981232279485184,491,,,-0.0103687762887606,True
GD,0.298113599329998,492,,,0.0203491766904122,True
CPT,0.2980090819549438,493,,,0.0018455292054995,True
