symbol,score,rank,ret_1d
LAMR,0.2082197391090441,574,0.008750094289809107
LSCC,0.2054230538531994,575,-0.002769230769230746
MSGS,0.2032138365440663,576,0.1633194907754103
APO,0.2012623773322835,577,0.0016779864163003477
MRVL,0.200640752697673,578,0.0010125300594860942
HE,0.199873892152846,579,-0.02372262773722633
IESC,0.1979676252500565,580,-0.02068483577917546
JKHY,0.1977014293829151,581,0.0010719465287847285
CWT,0.1974143050218093,582,-0.015702301570230226
CDE,0.1972858331470073,583,0.03576341127922977
FOX,0.1969248664585509,584,0.012790697674418539
MDU,0.1968093194979412,585,0.004440059200789381
SR,0.1957316198104665,586,-0.025164113785558162
FDX,0.1914434516254505,587,0.020730082600586064
JBTM,0.1907298921214662,588,-0.0012862918044834748
PRM,0.1888800958485396,589,0.01851851851851838
FNB,0.1874956325012338,590,-0.0016501650165017256
MYRG,0.1870294170334306,591,-0.03484758804379995
WMT,0.1866586398261484,592,-0.017306946061311557
TGT,0.1850864096572568,593,-0.0075510554316114975
UNP,0.1836264927883787,594,0.008371385083713712
PPTA,0.1831550404627876,595,0.04344729344729359
SEIC,0.1830821538464865,596,0.02822070361933693
MCD,0.1821098931451453,597,0.0008241255112630963
XOM,0.180750734980425,598,0.030713455092687747
STRL,0.1801818886226242,599,-0.025094966761633364
FBK,0.179186663899254,600,-0.006279701289884643
GLPI,0.1786500730835242,601,-0.01184683731753755
MTZ,0.1783627821972024,602,-0.013996193035494375
L,0.1780010976794818,603,-0.016562584849307616
BFAM,0.1778900403223905,604,0.04312628790108919
THC,0.1768205963489142,605,-0.01067235859124871
VRT,0.1762987381102937,606,-0.0013140064879070268
TXRH,0.1751010892256967,607,-0.0001605136436597654
EGP,0.174663818318057,608,-0.007934450033708407
SPGI,0.1716747157041139,609,0.021756608600316696
SYM,0.1715557573591789,610,-0.02368040491684742
TGNA,0.1706636173468451,611,0.0033524904214559115
KEYS,0.1686548615176948,612,0.023209181279064905
EXPD,0.1677887089914949,613,0.016444686055993696
CCK,0.1635881186971126,614,0.034082668600435184
ITT,0.163099565961666,615,0.0012213591284380154
AVT,0.1630862136959869,616,0.0044581091468103295
GPC,0.1607013705162845,617,-0.03841259742325431
GPOR,0.1592675327944438,618,-0.0023571611580835983
MOS,0.1590103320748642,619,0.012379642365887289
CVCO,0.1586799687172103,620,-0.0013497582395051166
WTS,0.1586238805496035,621,0.0013050868034478746
PEGA,0.1572281365188879,622,0.0040449438202248
HWC,0.1517150355819692,623,-0.0004237886707162408
PLXS,0.1512159924558112,624,0.006481245215616216
IRTC,0.1511432701802479,625,0.03728425026968707
ABCB,0.1497375817062482,626,-0.007871198568872972
SKY,0.147241681275483,627,-0.004739824832560524
AUB,0.1464842075759135,628,-0.008190618019359608
URI,0.1462748338827804,629,0.019576498934297026
CBU,0.1453338863435039,630,-0.0265001522997258
MSCI,0.1450535302361511,631,0.045882646308480046
NHI,0.1444455017659678,632,-0.022742254449571453
MTSI,0.1434163119697702,633,0.004764037623681716
EPR,0.1418911703904801,634,-0.022754491017964118
BC,0.1413260534304049,635,0.01802829758101332
LMND,0.1411533757435567,636,0.017649790989317182
CUZ,0.138578673414432,637,0.02621400945423291
WGS,0.1382737608191407,638,0.011095243326376014
HSIC,0.1382366572715884,639,0.010620385960367962
TMO,0.1347046260437194,640,0.0238641121234473
SLB,0.1325301300342489,641,0.0351123595505618
CVX,0.132304547601768,642,0.018388258100249244
CWAN,0.132158841070901,643,0.00872219799389451
BLK,0.132085804989349,644,0.018262839456682833
EW,0.1318860077201806,645,0.006755895474824802
BKU,0.1308084694547581,646,-0.0024415055951169107
FFIV,0.1303844365631699,647,0.02627688668785577
MOD,0.1280033154465628,648,0.003182069728832282
MTG,0.1278732815506559,649,-0.0026070763500931626
LLY,0.1251640814052423,650,-0.01495101587761205
RDN,0.1242449846129404,651,-0.0125267338832874
NUE,0.1224286364273141,652,0.004900893051622779
HGV,0.1222269111210683,653,0.015696944328170703
SPXC,0.1209928653484431,654,-8.278145695361783e-05
ERIE,0.1202411229049546,655,-0.02272326933239399
FITB,0.1191449607175244,656,0.011496419148134152
PHM,0.1190645369727508,657,0.0036728351462069764
OPLN,0.1189892594579224,658,0.002756719503790528
GE,0.1186564215194879,659,0.007643389996331074
NBTB,0.1175721959091583,660,-0.01597024721067608
BRC,0.1162974908004231,661,-0.0026175269605276386
MO,0.1158205950034524,662,0.00345656747820855
EXLS,0.1147416745172305,663,0.022840119165838946
AGCO,0.1134520380405405,664,-0.004620938628158711
WSFS,0.1123020805006771,665,-0.009852216748768461
NFG,0.1116647935277805,666,-0.010439371343352044
PBF,0.1098139227572981,667,-0.022084805653710293
EWTX,0.1086017736442344,668,0.002327127659574435
ALLY,0.1085731470324716,669,0.019617340760474722
ASH,0.1078888528893936,670,0.05246554872986886
ZBH,0.1074557279311527,671,0.011322696860524895
FULT,0.106341413892131,672,-0.005424954792043413
SMTC,0.1058113623005347,673,-0.004220853296828531
AL,0.1054126721109431,674,0.0007723200494287319
MTB,0.1050213662501525,675,0.014844981607987418
KEY,0.1027272889180738,676,0.01152604887044717
ACLS,0.1019779255251756,677,-0.16741116751269025
STAG,0.1019635835432722,678,-0.004689942678478332
WMG,0.1006978289422177,679,-0.008810572687224738
JBHT,0.1003035337681169,680,-0.0002684443649053625
MCK,0.1002938285435594,681,0.0005282787621372353
APPN,0.0996599968294373,682,0.04427083333333326
FLS,0.097951864374087,684,-0.012477718360071388
NJR,0.0976986668339377,685,-0.026772525849335205
FICO,0.0972755320570265,686,0.011342113051198588
LEU,0.0961818339911595,687,0.03671933784800596
APGE,0.0943243120871221,688,0.009046524985640403
FFBC,0.0942898291382473,689,-0.008210180623973717
ABM,0.0936708633989908,690,0.017836983517724114
NMIH,0.0931538741648932,691,-0.009243067699225671
IBP,0.0912125227149241,692,-0.025356718192627747
NTRS,0.0890868215913256,693,0.001969707260748521
KMX,0.0886867502600709,694,0.08047337278106514
BILL,0.0885620084275754,695,-0.004654255319148981
INDB,0.087183319238371,696,-0.008318264014466559
RNA,0.0858415956063431,697,-0.0004117485588800429
BNL,0.0847923086345634,698,-0.017128463476070555
BOH,0.0844531652903239,699,0.0003796026825255705
CTRI,0.0833042042352349,700,-0.012783636944710741
GEHC,0.0820402822759002,701,0.01641955642690851
OTTR,0.0812321039552221,702,0.0006922011998151678
PEP,0.0809361696973783,703,0.015254446640316166
WBS,0.0808470068733487,704,0.005550159567087709
BMY,0.0804001825716567,705,-0.010273405136702607
SYY,0.0793963143837991,706,-0.00468227424749168
AIT,0.079069054442969,707,0.0034493909669073286
PPG,0.077885861821197,708,-0.007199256850905722
BAH,0.07713218754897,709,0.024470034022507248
DOV,0.0763167300575349,710,-0.005016077170417965
VRSN,0.0746863142486475,711,0.010635838150289123
FRT,0.0727688991453189,712,-0.007155635062611743
ET,0.0725996803466497,713,0.013433637829124212
UNFI,0.0703457661555273,714,-0.004575495678698749
ELS,0.0697758798410855,715,-0.01148917366327884
HCA,0.0694521330005695,716,0.00044878267698877927
CHTR,0.068445326736559,717,0.008986962575418644
LFST,0.0665611948513126,718,0.012784090909090828
AVAV,0.0653158340428162,719,0.009391992090953982
MPWR,0.0635495542885936,720,0.012905095552259604
NPO,0.063252134205494,721,0.0069789887890712166
TWLO,0.0630896514146592,722,0.019633145912065775
CHRD,0.0623073353098574,723,0.027054208991249995
TRMK,0.0592553729510588,724,-0.0055778670236501515
PSA,0.0579484470654279,725,-0.009933774834437137
PTGX,0.0569270197716203,726,0.0064273587193790505
KMI,0.0566806260053947,727,0.004979769685651947
ROK,0.0560780093363619,728,0.020567868818698765
WAT,0.0551448252360977,729,0.018977693432473464
WAB,0.0548677131597859,730,-0.0013862682429051087
TXNM,0.0539826444941828,731,-0.0013483903590089108
SSB,0.0526160236287268,732,-0.004034194601863383
EME,0.0522199275088434,733,-0.018106583072100335
AAON,0.0518335089117441,734,-0.004864759680871744
LNG,0.0516863805386799,735,0.021505867311994997
PSTG,0.0509572903448993,736,-0.0012381345439538283
CRGY,0.0506588944125289,737,0.033132530120481674
LH,0.0488123640454272,738,0.007554125853905358
USFD,0.0472200629051164,739,-0.0053547523427041055
UPS,0.0469679653024833,740,0.005280928058176704
WYNN,0.0462601010437176,741,0.016695804195804076
WTFC,0.0429405841889076,742,0.007601351351351537
AVB,0.0427544472006624,743,0.00230790880945686
ICE,0.0421365461028897,744,0.011405109489051046
VRDN,0.0418212484771428,745,-0.006362672322375418
BAC,0.0386261073191237,746,0.01175578308684111
RPM,0.0382124752733177,747,-0.005527210884353706
HTH,0.0370725199457454,748,-0.00898818695428849
RIOT,0.0329630220367839,749,0.05733788395904438
SBUX,0.0318905512355261,750,0.0038788132927980445
AVY,0.0315601934873656,751,0.005247183497093522
ESAB,0.0307733203845916,752,-0.004196957206025642
TNET,0.0307424949093696,753,0.018438697318007735
EXP,0.0306028900949952,754,0.007705032213129126
ANET,0.0300223705410289,755,-0.02132136344508362
OKTA,0.0290168531487585,756,0.005699733203977875
ADBE,0.027585726247484,757,0.010443463236705863
WPC,0.0257390117854812,758,-0.0373516720604099
FNF,0.0240283513364498,759,-0.024364775495997137
ROKU,0.0210471350067595,760,0.01840144502144958
NTAP,0.0207435907626935,761,0.0024735331948155803
VMI,0.0192921261552105,762,0.024799531489323456
MSTR,0.0184274434017881,763,-0.026968213258723783
CSX,0.0180884541503704,764,0.008042895442359255
BRX,0.0178421616240011,765,-0.012158054711246202
AEE,0.0175446079891245,766,-0.02017369278089387
UCB,0.0172283269590517,767,-0.00889016346429583
CLX,0.0169355561538912,768,0.0019518542615486467
INSM,0.0166021900987774,769,0.003919744884400833
BRO,0.0163756548414803,770,0.012494551794275832
FUL,0.0148001386323741,771,-0.0002988643156006665
MDGL,0.0129808329617287,772,0.008557005663629713
CR,0.0121070517231941,773,0.0016493402638944055
DTM,0.0116662693831646,774,0.006257067470787581
STZ,0.0112429555007618,775,0.023510150622134907
TTC,0.0111924327866771,776,-0.009482930724695526
CNM,0.0104772663864983,777,-0.0076788830715531775
ETR,0.0104117554013902,778,-0.01962849482956719
TMHC,0.006517772363898,779,-0.009693053311793154
CDNS,0.0058686064953747,780,0.07602483595569054
SCHW,0.0056432105051527,781,0.024709926944563865
ITW,0.0047267225370902,782,-0.004236433326608835
CNS,0.0013294305649947,783,-0.0015114873035065868
GOLF,0.0012945930349518,784,0.0063316582914572095
FHN,-6.141728878413635e-05,785,0.012913640032284013
NNN,-0.0012938236892202,786,-0.02701495869613757
CFLT,-0.0017799009680256,787,-0.0013029315960911836
AMD,-0.0018788862875835,788,-0.014575536734291905
FHB,-0.0025111746099366,789,0.0018939393939394478
MTDR,-0.0026982435107513,790,0.04726735598227472
AOS,-0.0028342734911788,791,-0.00641751604379015
HRI,-0.0038478676887105,792,-0.01985078603783652
MIR,-0.0054725769531224,793,-0.024556616643929052
GFF,-0.006353703443111,794,-0.027696318018898602
PNC,-0.0107869007695458,795,0.006486766995329463
ULS,-0.0117008638561371,796,0.009063871972808446
WOR,-0.0118325337654857,797,-0.026396983201919855
KO,-0.0137879739243068,798,-0.0008798391151333407
BBIO,-0.0138915888786193,799,-0.025313117996044632
MWA,-0.014826402481571,800,-0.008623548922056301
PFGC,-0.0159925065637899,801,0.0014213197969543678
EQR,-0.0161933263262302,802,0.0017328292375551335
VRRM,-0.0174865765945471,803,0.010393873085339012
WY,-0.01939564175632,804,-0.022693452380952328
LAD,-0.0198726706539045,805,0.01361945256444308
CHDN,-0.020269794458816,806,0.030919631692622573
SKT,-0.0207096044849232,807,-0.010885133199656116
EQIX,-0.0213355721249857,808,-0.029129069193357005
IEX,-0.0242680622786185,809,-0.0010993738349027726
ATGE,-0.0261768895505133,810,0.021131917564598757
VNT,-0.0280389195424838,811,0.008124076809453706
VST,-0.0300122587303072,812,-0.017906494702901954
KYMR,-0.0311629980467712,813,0.0031824611032531536
DELL,-0.0312499222441232,814,0.005943664398311732
HWM,-0.0316705917465773,815,-0.012670758265689974
AWR,-0.0317504816856473,816,-0.019764957264957084
PCAR,-0.0321870148882277,817,-0.010670249762883333
CRM,-0.032909175520733,818,0.01899180639209952
TRGP,-0.0336731370456046,819,0.014846850060189931
PRI,-0.0337609016061164,820,0.0020060180541623396
WFC,-0.033972061027388,821,0.01327231121281458
C,-0.034417079261281,822,0.02188433819651947
TFC,-0.0364176669589651,823,0.009386973180076419
AM,-0.0376041484170676,824,-0.02237762237762242
BALL,-0.0382725391739055,825,-0.003606311044327515
FBP,-0.0382826775295508,826,-0.0035460992907800915
SFD,-0.038512005085772,827,-0.01242983159583011
VTR,-0.040118495724535,828,-0.013235124870526027
ALNY,-0.0436036427005952,829,0.00021045669101948938
RRX,-0.0447074455966353,830,-0.0026934489842501685
META,-0.0450978497188536,831,0.006147444821599013
PRVA,-0.0461079007893379,832,-0.013586956521739024
NTRA,-0.0472763280464153,833,0.020260355029585897
CELH,-0.0475011905957787,834,-0.010931450694602551
LW,-0.0496417682486994,835,0.01411374014113731
XEL,-0.0509603000977027,836,-0.013250773993807918
BFH,-0.0523237068546483,837,0.017359212684527225
JBL,-0.052398377820764,838,0.012198912198912337
GBTG,-0.0529510524527238,839,-0.00910746812386154
AEP,-0.0531269677536617,840,-0.022804054054054168
PAY,-0.0534531371685451,841,0.040051129100979965
HAYW,-0.0549787388306815,842,0.007888349514562965
ADMA,-0.0564381638094084,843,0.0025078369905957576
HLT,-0.0573406440324172,844,-0.0061040840727455414
WELL,-0.0578913856892999,845,-0.03197512530165203
FCPT,-0.0596530250337658,846,-0.013567438148443745
CACC,-0.0603357810547415,847,0.028777271247150793
SBRA,-0.0607630725264489,848,-0.027197668771248074
CNO,-0.062395764788646,849,-0.0018552875695732052
ODFL,-0.0624719685437929,850,0.0025346575625906365
PG,-0.0636009935089939,851,-0.0168599185208399
WH,-0.064238502105277,852,-0.0011203784389394178
BL,-0.0655312571211282,853,-0.0056239957150509
TKR,-0.0661330807491958,854,0.016012886109531888
CSL,-0.0662357203863193,855,-0.00595500661667403
ONB,-0.0663548007140668,856,0.001205787781350498
DOC,-0.0673372345992473,857,-0.00580720092915199
NRG,-0.0673966814481709,858,-0.013779187085615319
FR,-0.0682523569184916,859,0.005828476269775118
EXPO,-0.0689055918595898,860,0.022409778812572778
AGYS,-0.0697627983243197,861,-0.004988153136301188
EXR,-0.0699399897352346,862,-0.0179924242424242
J,-0.0710503275727089,863,0.03686061849626254
GNRC,-0.0723386749701449,864,-0.021888117878865798
ENTG,-0.0737354524593678,865,0.017983945662241263
UBER,-0.0737406591623834,866,0.03175953494966666
AKR,-0.0749364130167499,867,-0.012658227848101222
RJF,-0.075527514878082,868,0.01980636587989615
AX,-0.0770124957558218,869,0.0013325133251331778
MTH,-0.0778448919386466,870,-0.014348097317529729
TMUS,-0.0791412447983224,871,-0.028960429852921132
WAFD,-0.0799395659609486,872,0.0015133171912833365
TDS,-0.0801281348145976,873,-0.029222174473571116
CVNA,-0.0804582312648947,874,0.030176098478372326
NNI,-0.0804718333801304,875,0.004279382546232391
BCPC,-0.0805272091420858,876,-0.011142061281337101
HCC,-0.0805732857994549,877,0.025435704192180886
APG,-0.0820991475261594,878,-0.006076975016880537
OKE,-0.0834344154500861,879,0.01378343651442604
O,-0.0861969874071969,880,-0.021356594976688292
VLO,-0.0883649354265157,881,0.01074288030809778
CRDO,-0.0904234844891156,882,0.024919871794871762
GKOS,-0.0904521855352639,883,0.1346586646661665
MET,-0.090548432825427,884,0.008144566047340263
KBR,-0.0926390557094037,885,0.021570528356761987
CTRA,-0.0937184427206253,886,0.012874155133569376
GWW,-0.0939576017562994,887,0.001607461447421743
OPCH,-0.0962705132452582,888,0.007377979568671922
FELE,-0.0965515453186848,889,-0.022585502258550272
PATK,-0.0979454080255989,890,-0.015465024701081131
FTV,-0.1019082169908313,891,0.026755852842809347
CUBE,-0.1054895007424249,892,-0.004375804375804426
PANW,-0.1061847017142382,893,-0.0681957186544343
BROS,-0.1084024726127272,894,-0.003544114903935802
IVT,-0.1090495489428213,895,-0.016731016731016735
XYL,-0.1130432555604645,896,0.008269620845685832
CGNX,-0.1136236785510408,897,-0.006480994920301408
AYI,-0.114250626829,898,0.007166730942280264
ABG,-0.1148515010533291,899,0.010466138962181182
PCOR,-0.1159408020366855,900,0.01628040605248038
HUBB,-0.1162524379740378,901,-0.0037195994277540168
DLB,-0.1165287685733826,902,0.018381775333856876
ADI,-0.116680640322767,903,0.026251074042250577
WHD,-0.1180113114749083,904,0.013335672925074649
ATO,-0.1204845044353389,905,-0.011762094984465232
ONC,-0.1221094988714251,906,0.01180747336977972
OKLO,-0.1236580832467465,907,-0.003696037847427558
GXO,-0.1237691152832538,908,0.0007649938800489142
PTC,-0.1328860509866341,909,0.015875089828183198
NWE,-0.1349273956330381,910,-0.011836027713626018
BX,-0.1350115935313797,911,0.011492503234645124
HD,-0.1367248362883905,912,0.0012531328320801727
ORLY,-0.1381748016781635,913,0.0016198704103671524
SHW,-0.1385421647098816,914,-0.00592487905636796
MSM,-0.1398175518233865,915,0.001176848186583923
CRC,-0.1405225477125874,916,0.02331331684916993
PODD,-0.142265959960554,917,0.047617114557116036
SARO,-0.1446911802300534,918,0.007087628865979356
A,-0.1454133176098765,919,0.02478404779204002
KIM,-0.14629203834728,920,-0.021166306695464265
PAG,-0.1491993950526825,921,0.015518386570859244
AIG,-0.1496010433391947,922,0.004911838790931933
KDP,-0.1503197360419435,923,0.000343288705801692
ADSK,-0.1511032445830092,924,0.01961654535771351
MHO,-0.1521685291139784,925,-0.017991004497751262
EMR,-0.1529430458225418,926,0.01538461538461533
SNPS,-0.1541711559615883,927,0.04825216257850462
SUI,-0.1548269647664504,928,-0.011257321061839076
CUK,-0.1551092393355228,929,-0.004307692307692346
AJG,-0.1555529047899369,930,0.0022897196261681962
GTES,-0.157204961887967,931,-0.007317965605561638
VRTX,-0.1573414260272198,932,-0.014686164418000525
GATX,-0.1574979933075872,933,-0.016641686908884123
VIAV,-0.1578801439729861,934,0.0011406844106462977
EXC,-0.160935075524897,935,-0.016652789342214813
ROST,-0.1617362870775219,936,0.010947984460925264
DPZ,-0.1626409242136446,937,0.025408299866131134
MANH,-0.1629008655496998,938,0.010096730918590646
NEM,-0.1647687496764835,939,0.019458752350584474
IRT,-0.1647789576931348,940,0.007921998781230899
BTU,-0.1669747073327136,941,0.027469135802469236
MGRC,-0.1672988078756017,942,-0.01273722003761335
OXY,-0.1682397888483148,943,0.025468001741401958
IPAR,-0.1696207863185067,944,0.003771712158808782
NET,-0.1718361191815032,945,-0.011565468814539459
CSW,-0.1724184183744359,946,0.03352715155224595
IDA,-0.1737494889692712,947,-0.00964225824482945
LYV,-0.1738380086829554,948,-0.011108995112042108
GGG,-0.1738476554974758,949,-0.009331919406150524
REG,-0.1744048492316421,950,-0.019043917605907512
TRU,-0.1746817346130689,951,0.0054441641216305126
CXT,-0.1750738084599966,952,-0.0065727699530516714
IRDM,-0.1769340342398375,953,-0.01954951126221849
CHD,-0.1781225872934179,954,0.02783061367504258
QRVO,-0.1787058636400274,955,-0.0027286748131450933
LEN,-0.1787339327813342,956,-0.0014822134387351138
HEI,-0.1792814104745902,957,0.014857210640254026
IDXX,-0.1808624018854603,958,0.01394190076177404
CHEF,-0.1809696368806562,959,0.011976047904191711
PAYO,-0.1824312833917612,960,0.033644859813084294
BKE,-0.1825454588376306,961,-0.011323556710599592
TSN,-0.1835888564754348,962,0.016852146263911072
GRBK,-0.1836486822704487,963,-0.0017612278273996251
ENSG,-0.1843877495176369,964,-0.011813432484585995
ALGN,-0.1845050010185177,965,0.01922871488088873
CURB,-0.185079448655267,966,-0.01514591799039533
OVV,-0.1852997368874282,967,0.06510416666666674
BIIB,-0.1856561844475187,968,-0.007616808097331562
DASH,-0.187289248292325,969,0.0680054207219416
FRME,-0.1886153110478716,970,-0.005876821814762567
KMB,-0.1895595175056083,971,0.02213541666666674
NBIX,-0.1896440441824001,972,0.004852849092047418
CRWD,-0.1899302482142265,973,0.0035482391561465487
SYK,-0.1911043557021899,974,0.022048865052277877
MTD,-0.1913013866770274,975,0.016501138009517913
LECO,-0.1938051679545256,976,0.006161450899850429
MASI,-0.1948816266595553,977,0.00526647203617836
ECL,-0.1987459679017865,978,-0.0039828834759711995
KAI,-0.198807641083312,979,-0.03909927738298691
FCNCA,-0.1990133824025532,980,0.03482712024473922
MLM,-0.2005581985894673,981,-0.007201476302642007
ON,-0.2019122324441828,982,-0.01806559199555302
KKR,-0.203663951702019,983,0.010238907849829282
NOV,-0.2058775613742058,984,0.04824331410592553
VICI,-0.2063303013835366,985,-0.0046885465505693835
ESE,-0.2072543107832859,986,0.015075187969924686
AZO,-0.2077395667356867,987,0.0007055050774986693
VMC,-0.2104662792492371,988,-0.009463304877241785
RBA,-0.2113185806942294,989,0.03257109915449652
IT,-0.2114889903410511,990,0.03166986564299412
EPRT,-0.2125932711777515,991,-0.011012542061792585
SNEX,-0.2129244312932955,992,0.012570163649300525
ZWS,-0.2148590618820045,993,0.0017605633802817433
RNST,-0.2150962868214216,994,-0.01131611316113168
KD,-0.2153874692361906,995,-0.034584253127299514
AMH,-0.2179029985367943,996,-0.004444444444444473
PKG,-0.2179779758451352,997,-0.005574738944127855
CNP,-0.217988565345641,998,-0.0168815943728019
ADC,-0.2197238993683569,999,-0.03132499684223822
CRVL,-0.2206830670817098,1000,-0.021818181818181737
ESS,-0.2224017785504182,1001,0.011170317742253744
ZG,-0.2227764043448212,1002,0.021141168447374348
EOG,-0.2234685184766266,1003,0.02104384133611692
RHP,-0.2240436412380153,1004,0.000489811912225635
POOL,-0.2247789069854613,1005,-0.0005088859312611937
NWS,-0.2257636822291009,1006,-0.001519756838905706
DXCM,-0.2273387981130786,1007,0.033650433054096096
CMS,-0.2291504247809625,1008,-0.012230405049973747
HOMB,-0.2316112383266197,1009,-0.009510869565217406
SNOW,-0.2318745604210677,1010,-0.0057594579333708484
DHI,-0.2330961994850485,1011,0.0057730470864152394
TDY,-0.2335079467645303,1012,0.020497420497420427
CDW,-0.2362224376629956,1013,-0.006871753895325572
ES,-0.2367447043928615,1014,-0.017937833766945133
INVH,-0.2378941182594127,1015,-0.011053795136330202
NWSA,-0.2389975150772621,1016,0.006899525657610983
PM,-0.2408961674601244,1017,-0.005336237408113398
IR,-0.240903408105585,1018,-0.015795868772782495
ARCC,-0.2425819955883673,1019,0.0056994818652849055
SNA,-0.2452305927623016,1020,0.006995205533286253
APPF,-0.2453521811244185,1021,0.04733692754310104
SOFI,-0.2461748803010794,1022,0.0015376729882110585
NCLH,-0.2474649668402529,1023,0.010373443983402453
CART,-0.2487513195136529,1024,-0.011165577342047817
BBY,-0.2494682370893242,1025,0.012254160363086353
RVTY,-0.2510024750559445,1026,0.02830089426617577
D,-0.2511735305545251,1027,-0.014166031987814298
GFS,-0.2530620850025322,1028,-0.03463293239319787
NEU,-0.2533108255132463,1029,0.014454818272757741
TBBK,-0.2567088106517414,1030,-0.03239885848581503
IBOC,-0.258043788626916,1031,-0.006615214994487362
AMR,-0.2611713666107714,1032,-0.003417672675155803
COR,-0.2625469066160937,1033,0.0007222824124233362
DIS,-0.2634441712651003,1034,0.015743550834597775
OS,-0.2652608130064551,1035,0.0068405301410858765
MHK,-0.2680251321139596,1036,-0.006898643014176309
PI,-0.2710261915728404,1037,-0.024894949655117737
RS,-0.2715034203408849,1038,-0.011342932706435493
HBAN,-0.2719023180919653,1039,0.02404121350887256
NI,-0.2763778003531015,1040,-0.03018625561978172
WTRG,-0.2775840330012301,1041,-0.016161616161616155
MGY,-0.2776667803772361,1042,0.014994232987312506
ELF,-0.278239392676789,1043,0.00870760769935841
MAA,-0.2782765600171089,1044,0.005282345063611471
REXR,-0.2799042216078823,1045,-0.009315943571998941
DGX,-0.2819218298133168,1046,-0.005353058542994948
BAX,-0.2819564439552333,1047,0.05448408871745425
DHR,-0.2827271192933312,1048,0.010660980810234477
WMB,-0.2829342556302367,1049,0.002501389660922726
FIS,-0.2834311464071404,1050,0.022306397306397274
MSA,-0.2837886986832015,1051,-0.011625606015632672
RGTI,-0.285557813953444,1052,0.03784477228992933
PB,-0.2856992176348512,1053,0.00645870551051253
LPLA,-0.285814012624236,1054,0.031006548930755162
PBH,-0.2858633616864106,1055,0.0037724460540213833
COP,-0.2888580139008747,1056,0.015995587424158852
EXE,-0.2903703377779806,1057,-0.03143552311435527
LII,-0.2921542132978101,1058,-0.020530503978779868
Z,-0.2924672556868996,1059,0.022970206959290307
CL,-0.2927249989548372,1060,-0.0007318348144276232
WRB,-0.2928784667622718,1061,-0.0033783783783785104
GRAL,-0.3029862431766776,1062,0.03281833787741095
AAPL,-0.3084616350035621,1063,0.0017811126269517974
NVR,-0.3094106894639423,1064,0.013760948659210293
WM,-0.3103891996086366,1065,-0.00493155343933338
RBC,-0.3131390824994275,1066,-0.002314940408369881
AWK,-0.3131588713888497,1067,-0.017601677776945546
VOYA,-0.3132210848746125,1068,0.014921360397903038
JPM,-0.314355144090473,1069,0.005372317910982138
SAIL,-0.3152975547541927,1070,0.02811501597444077
IOT,-0.3166934220870881,1071,0.029434250764525993
DOCU,-0.3176600451736728,1072,-0.00862641008626408
KVUE,-0.3179910439359829,1073,0.025529603476371454
ASTS,-0.3182362318544696,1074,0.016861375406479695
SNAP,-0.3186085224291674,1075,0.031712473572938604
WDAY,-0.3203533345675486,1076,-0.003423700391280149
TEM,-0.3245495635673049,1077,0.06849315068493134
UE,-0.3249763269832416,1078,-0.01666666666666672
KRG,-0.3287210781753547,1079,-0.01549786904300654
BSX,-0.3294685869995933,1080,-0.00013107877834583892
PWR,-0.3297246860678339,1081,-0.011082969931255238
INTA,-0.3297506129796428,1082,-0.04916666666666669
TPL,-0.3318335078027855,1083,0.033511561371417864
BKD,-0.3320279965216028,1084,-0.004807692307692402
BRKR,-0.332437206784279,1085,0.043022035676810066
CTVA,-0.3337376408574348,1086,0.01376571806750504
FLO,-0.3341328478457601,1087,0.023809523809523947
LPX,-0.3370259547892502,1088,-0.029146972766149082
APD,-0.3371452477711854,1089,0.016925348410097518
CCL,-0.3386823864598849,1090,-0.004283965728274164
CARG,-0.3400631184835161,1091,0.020555355210962967
H,-0.3410784789785372,1092,-0.009729347249248232
OTIS,-0.3420670843277561,1093,0.0035698831674599862
OLN,-0.3436252234519499,1094,0.04398826979472137
ADP,-0.3488458557251407,1095,0.019382391590013093
PSN,-0.3503504988295597,1096,0.037616023448949765
PEG,-0.3506479553278038,1097,-0.029787234042553234
SYNA,-0.3535453957624969,1098,-0.007494145199063218
CORZ,-0.3551278900001432,1099,0.002321532211259303
RRC,-0.3564977674523187,1100,0.022615803814713953
DIOD,-0.3568303996090826,1101,0.004441812259401878
CNK,-0.3590655210732816,1102,0.041403785488959066
ABBV,-0.3604416605227961,1103,-0.017778922958000543
CPRT,-0.3655773391208618,1104,0.00613006396588478
SPY,-0.3676777180685114,1105,0.005037709599472695
ENPH,-0.3685102697715101,1106,0.00876424189307623
SFBS,-0.370211927126332,1107,-0.016156953260242468
AROC,-0.3712738026537045,1108,0.006116207951070152
LIF,-0.3713189949740008,1109,0.03128153380423826
FAST,-0.3728783328733899,1110,0.006347121908513831
AMGN,-0.3753910758240408,1111,0.01706128133704743
CVBF,-0.3775133963071206,1112,-0.00528846153846152
OGS,-0.3794943622760329,1113,-0.020410543503615597
MORN,-0.3811620796314748,1114,0.028046238393026224
RYTM,-0.382168938061933,1115,-0.0119964888325369
CCI,-0.3824271491230813,1116,-0.04822556063575001
FND,-0.3848276790123111,1117,0.010108303249097617
GPK,-0.3850293354942711,1118,0.058205335489086574
AXP,-0.3875799052408785,1119,0.0049632833134996
ABNB,-0.3887030624975216,1120,0.0003219834178538328
ARES,-0.3903812055789447,1121,0.02729852005214317
