signal_date,trade_date,n_total_signals,n_valid_returns,coverage,ic_pearson,ic_spearman,top10_mean_ret,bottom10_mean_ret,top_minus_bottom,top10_win_rate,bottom10_win_rate
2026-02-17,2026-02-18,1467,1462,0.9965916837082481,0.015279368490923644,0.043531207696268885,0.01227809416809691,0.007025697380785069,0.00525239678731184,0.684931506849315,0.6027397260273972
